run_accession	sample_accession	sample_title	sample_alias	scientific_name	cultivar	variety	ecotype	strain	country	instrument_platform	library_layout	base_count
ERR10368527	SAMEA111468818	IR64	SAMIN0000058-IR64	Oryza sativa						ILLUMINA	PAIRED	13323135101
ERR10906857	SAMEA112657701	Low Grain Elongation	SAMIN0000657-Low Grain Elongation	Oryza sativa	LGE-Bulk - Basmati 370 X Pusa Basmati 1121					ILLUMINA	PAIRED	33467690494
ERR10906859	SAMEA112657699	Basmati 370	SAMIN0000654-Basmati 370	Oryza sativa	Basmati 370					ILLUMINA	PAIRED	15716068164
ERR11777987	SAMEA114006087	rice_seed_BasmatiTypeIII_ITQB	rs_BasmatiTypeIII_ITQB	Oryza sativa					India	ILLUMINA	PAIRED	24369901778
ERR11779317	SAMEA114006090	rice_shoot_CL28_ITQB	rs_CL28_ITQB	Oryza sativa					Portugal	ILLUMINA	PAIRED	26062811098
ERR11783480	SAMEA114006093	rice_shoot_Giza177_ITQB	rs_Giza177_ITQB	Oryza sativa					Portugal	ILLUMINA	PAIRED	23252754250
ERR11787704	SAMEA114006099	rice_shoot_Ronaldo_ITQB	rs_Ronaldo_ITQB	Oryza sativa					Portugal	ILLUMINA	PAIRED	20675670168
ERR11792779	SAMEA114006102	rice_shoot_Ulisse_ITQB	rs_Ulisse_ITQB	Oryza sativa					Portugal	ILLUMINA	PAIRED	23628543722
ERR11838731	SAMEA112646987	NIP	NIP	Oryza sativa						PACBIO_SMRT	SINGLE	7548320019
ERR12305486	SAMEA114639800	Whole genome resequencing of Indian rice germplasm	SAMIN0004124-Whole genome resequencing of Indian rice germplasm	Oryza sativa					India	ILLUMINA	PAIRED	11522736000
ERR12305488	SAMEA114639802	Whole genome resequencing of Indian rice germplasm	SAMIN0004126-Whole genome resequencing of Indian rice germplasm	Oryza sativa					India	ILLUMINA	PAIRED	6960873300
ERR12305489	SAMEA114639803	Whole genome resequencing of Indian rice germplasm	SAMIN0004123-Whole genome resequencing of Indian rice germplasm	Oryza sativa					India	ILLUMINA	PAIRED	10230763500
ERR12421771	SAMEA115096206	Whole genome resequencing of landrace rice accessions with opposing response to salinity stress	rice_MY	Oryza sativa					Malaysia	ILLUMINA	PAIRED	817965900
ERR12421773	SAMEA115096206	Whole genome resequencing of landrace rice accessions with opposing response to salinity stress	rice_MY	Oryza sativa					Malaysia	ILLUMINA	PAIRED	1663619100
ERR12421776	SAMEA115096206	Whole genome resequencing of landrace rice accessions with opposing response to salinity stress	rice_MY	Oryza sativa					Malaysia	ILLUMINA	PAIRED	538586700
ERR12421784	SAMEA115096206	Whole genome resequencing of landrace rice accessions with opposing response to salinity stress	rice_MY	Oryza sativa					Malaysia	ILLUMINA	PAIRED	10646994900
ERR13336040	SAMEA115396712	GP119 ONT whole-genome sequencing	Rice GP119	Oryza sativa						OXFORD_NANOPORE	SINGLE	40843265347
ERR13336041	SAMEA115396714	GP523 ONT whole-genome sequencing	Rice GP523	Oryza sativa						OXFORD_NANOPORE	SINGLE	44672580656
ERR13336057	SAMEA115396709	Gla4 HiFi whole-genome sequencing	Rice Gla4	Oryza sativa						PACBIO_SMRT	SINGLE	9524019633
ERR13336061	SAMEA115396715	GP524 HiFi whole-genome sequencing	Rice GP524	Oryza sativa						PACBIO_SMRT	SINGLE	14696496116
ERR13765492	SAMEA115396710	GP100 HiFi whole-genome sequencing	Rice GP100	Oryza sativa						ILLUMINA	PAIRED	9699253500
ERR13765493	SAMEA115396711	GP117 HiFi whole-genome sequencing	Rice GP117	Oryza sativa						ILLUMINA	PAIRED	9699253500
ERR13765499	SAMEA115396717	GP58 HiFi whole-genome sequencing	Rice GP58	Oryza sativa						ILLUMINA	PAIRED	9699253500
ERR13765500	SAMEA115396718	GP622 ONT whole-genome sequencing	Rice GP622	Oryza sativa						ILLUMINA	PAIRED	9657457976
ERR14166136	SAMEA117477697	Chhomrong	Chhomrong	Oryza sativa					France	OXFORD_NANOPORE	SINGLE	0
ERR14166138	SAMEA117477699	douradao	douradao	Oryza sativa					France	OXFORD_NANOPORE	SINGLE	0
ERR14166143	SAMEA117477704	Tequing	Tequing	Oryza sativa					France	OXFORD_NANOPORE	SINGLE	0
ERR15464720	SAMEA119579606	WR3	weedy rice_WR3	Oryza sativa					Malaysia	ILLUMINA	PAIRED	1707187500
ERR15464728	SAMEA119579611	WR11_1	weedy rice_WR11_1	Oryza sativa					Malaysia	ILLUMINA	PAIRED	11259761400
ERR15464730	SAMEA119579612	WR11_3	weedy rice_WR11_3	Oryza sativa					Malaysia	ILLUMINA	PAIRED	3540807600
ERR16125149	SAMEA120968519	MR297	AC_MR297	Oryza sativa					Malaysia	ILLUMINA	PAIRED	14418249900
ERR16653664	SAMEA121248662	MR103	rice_MR103	Oryza sativa					Malaysia	ILLUMINA	PAIRED	1530759600
ERR8057669	SAMEA12365448	P2-seq1	P2-seq1	Oryza sativa						OXFORD_NANOPORE	SINGLE	0
ERR8057678	SAMEA12365457	P9	P9	Oryza sativa						OXFORD_NANOPORE	SINGLE	0
ERR8057679	SAMEA12365458	P10	P10	Oryza sativa						OXFORD_NANOPORE	SINGLE	0
ERR8057684	SAMEA12365463	P14-seq2	P14-seq2	Oryza sativa						OXFORD_NANOPORE	SINGLE	0
ERR833070	SAMEA3312836	Heugjinju WGS	AE1-D	Oryza sativa						ILLUMINA	PAIRED	14102209436
ERR833071	SAMEA3312837	Heugseol WGS	AM2-D	Oryza sativa						ILLUMINA	PAIRED	14579232840
ERR833129	SAMEA3312898	dongjin WGS	CA1-D	Oryza sativa						ILLUMINA	PAIRED	15988295556
ERR977795	SAMEA3497295	WGS sequence of Rice line B231	B231	Oryza sativa						ILLUMINA	PAIRED	373390274
ERR977805	SAMEA3497296	WGS sequence of Rice line CX408	CX408	Oryza sativa						ILLUMINA	PAIRED	615473884
ERR977812	SAMEA3497296	WGS sequence of Rice line CX408	CX408	Oryza sativa						ILLUMINA	PAIRED	610042530
ERR977821	SAMEA3497297	WGS sequence of Rice line CX409	CX409	Oryza sativa						ILLUMINA	PAIRED	662101956
ERR977822	SAMEA3497297	WGS sequence of Rice line CX409	CX409	Oryza sativa						ILLUMINA	PAIRED	540681754
ERR977823	SAMEA3497297	WGS sequence of Rice line CX409	CX409	Oryza sativa						ILLUMINA	PAIRED	666042962
ERR977831	SAMEA3497298	WGS sequence of Rice line CX410	CX410	Oryza sativa						ILLUMINA	PAIRED	593338116
ERR977834	SAMEA3497298	WGS sequence of Rice line CX410	CX410	Oryza sativa						ILLUMINA	PAIRED	485413216
ERR977837	SAMEA3497298	WGS sequence of Rice line CX410	CX410	Oryza sativa						ILLUMINA	PAIRED	603903850
ERR977842	SAMEA3497299	WGS sequence of Rice line CX411	CX411	Oryza sativa						ILLUMINA	PAIRED	645577320
ERR977844	SAMEA3497299	WGS sequence of Rice line CX411	CX411	Oryza sativa						ILLUMINA	PAIRED	619506854
ERR977845	SAMEA3497299	WGS sequence of Rice line CX411	CX411	Oryza sativa						ILLUMINA	PAIRED	625359516
ERR977852	SAMEA3497300	WGS sequence of Rice line CX413	CX413	Oryza sativa						ILLUMINA	PAIRED	389029964
ERR977853	SAMEA3497300	WGS sequence of Rice line CX413	CX413	Oryza sativa						ILLUMINA	PAIRED	393462330
ERR977854	SAMEA3497300	WGS sequence of Rice line CX413	CX413	Oryza sativa						ILLUMINA	PAIRED	402429982
ERR977857	SAMEA3497300	WGS sequence of Rice line CX413	CX413	Oryza sativa						ILLUMINA	PAIRED	392925154
ERR977858	SAMEA3497300	WGS sequence of Rice line CX413	CX413	Oryza sativa						ILLUMINA	PAIRED	319437784
ERR977867	SAMEA3497301	WGS sequence of Rice line CX414	CX414	Oryza sativa						ILLUMINA	PAIRED	600595470
ERR977877	SAMEA3497302	WGS sequence of Rice line CX416	CX416	Oryza sativa						ILLUMINA	PAIRED	546632024
ERR977880	SAMEA3497302	WGS sequence of Rice line CX416	CX416	Oryza sativa						ILLUMINA	PAIRED	534299552
ERR977887	SAMEA3497303	WGS sequence of Rice line CX417	CX417	Oryza sativa						ILLUMINA	PAIRED	827186798
ERR977889	SAMEA3497303	WGS sequence of Rice line CX417	CX417	Oryza sativa						ILLUMINA	PAIRED	782419918
ERR977892	SAMEA3497303	WGS sequence of Rice line CX417	CX417	Oryza sativa						ILLUMINA	PAIRED	764998384
ERR977899	SAMEA3497304	WGS sequence of Rice line CX418	CX418	Oryza sativa						ILLUMINA	PAIRED	504943116
ERR977901	SAMEA3497304	WGS sequence of Rice line CX418	CX418	Oryza sativa						ILLUMINA	PAIRED	482452772
ERR977903	SAMEA3497304	WGS sequence of Rice line CX418	CX418	Oryza sativa						ILLUMINA	PAIRED	475961840
ERR977908	SAMEA3497304	WGS sequence of Rice line CX418	CX418	Oryza sativa						ILLUMINA	PAIRED	480286970
ERR977911	SAMEA3497305	WGS sequence of Rice line CX419	CX419	Oryza sativa						ILLUMINA	PAIRED	635032502
ERR977914	SAMEA3497305	WGS sequence of Rice line CX419	CX419	Oryza sativa						ILLUMINA	PAIRED	624449172
ERR977916	SAMEA3497305	WGS sequence of Rice line CX419	CX419	Oryza sativa						ILLUMINA	PAIRED	605266710
ERR977918	SAMEA3497305	WGS sequence of Rice line CX419	CX419	Oryza sativa						ILLUMINA	PAIRED	497356584
ERR977927	SAMEA3497306	WGS sequence of Rice line CX420	CX420	Oryza sativa						ILLUMINA	PAIRED	600397432
ERR977929	SAMEA3497306	WGS sequence of Rice line CX420	CX420	Oryza sativa						ILLUMINA	PAIRED	624582968
ERR977930	SAMEA3497306	WGS sequence of Rice line CX420	CX420	Oryza sativa						ILLUMINA	PAIRED	605727526
ERR977934	SAMEA3497306	WGS sequence of Rice line CX420	CX420	Oryza sativa						ILLUMINA	PAIRED	604932718
ERR977942	SAMEA3497307	WGS sequence of Rice line CX421	CX421	Oryza sativa						ILLUMINA	PAIRED	501019872
ERR977947	SAMEA3497307	WGS sequence of Rice line CX421	CX421	Oryza sativa						ILLUMINA	PAIRED	502788934
ERR977948	SAMEA3497307	WGS sequence of Rice line CX421	CX421	Oryza sativa						ILLUMINA	PAIRED	509961296
ERR977952	SAMEA3497308	WGS sequence of Rice line CX422	CX422	Oryza sativa						ILLUMINA	PAIRED	433384832
ERR977955	SAMEA3497308	WGS sequence of Rice line CX422	CX422	Oryza sativa						ILLUMINA	PAIRED	427936214
ERR977958	SAMEA3497308	WGS sequence of Rice line CX422	CX422	Oryza sativa						ILLUMINA	PAIRED	435005988
ERR977959	SAMEA3497308	WGS sequence of Rice line CX422	CX422	Oryza sativa						ILLUMINA	PAIRED	432892144
ERR977960	SAMEA3497308	WGS sequence of Rice line CX422	CX422	Oryza sativa						ILLUMINA	PAIRED	436938560
ERR977964	SAMEA3497309	WGS sequence of Rice line CX423	CX423	Oryza sativa						ILLUMINA	PAIRED	552235022
ERR977965	SAMEA3497309	WGS sequence of Rice line CX423	CX423	Oryza sativa						ILLUMINA	PAIRED	564560522
ERR977966	SAMEA3497309	WGS sequence of Rice line CX423	CX423	Oryza sativa						ILLUMINA	PAIRED	549498014
ERR977967	SAMEA3497309	WGS sequence of Rice line CX423	CX423	Oryza sativa						ILLUMINA	PAIRED	551956308
ERR977970	SAMEA3497309	WGS sequence of Rice line CX423	CX423	Oryza sativa						ILLUMINA	PAIRED	560550792
ERR977982	SAMEA3497310	WGS sequence of Rice line CX424	CX424	Oryza sativa						ILLUMINA	PAIRED	423028922
ERR977983	SAMEA3497310	WGS sequence of Rice line CX424	CX424	Oryza sativa						ILLUMINA	PAIRED	411845668
ERR977986	SAMEA3497310	WGS sequence of Rice line CX424	CX424	Oryza sativa						ILLUMINA	PAIRED	402446914
ERR977989	SAMEA3497311	WGS sequence of Rice line CX425	CX425	Oryza sativa						ILLUMINA	PAIRED	363162848
ERR977993	SAMEA3497311	WGS sequence of Rice line CX425	CX425	Oryza sativa						ILLUMINA	PAIRED	375885088
ERR978007	SAMEA3497312	WGS sequence of Rice line CX426	CX426	Oryza sativa						ILLUMINA	PAIRED	379237624
ERR978013	SAMEA3497312	WGS sequence of Rice line CX426	CX426	Oryza sativa						ILLUMINA	PAIRED	383589978
ERR978015	SAMEA3497312	WGS sequence of Rice line CX426	CX426	Oryza sativa						ILLUMINA	PAIRED	369581072
ERR978016	SAMEA3497313	WGS sequence of Rice line CX427	CX427	Oryza sativa						ILLUMINA	PAIRED	521996462
ERR978023	SAMEA3497313	WGS sequence of Rice line CX427	CX427	Oryza sativa						ILLUMINA	PAIRED	549855744
ERR978031	SAMEA3497314	WGS sequence of Rice line CX428	CX428	Oryza sativa						ILLUMINA	PAIRED	320511638
ERR978033	SAMEA3497314	WGS sequence of Rice line CX428	CX428	Oryza sativa						ILLUMINA	PAIRED	326285284
ERR978040	SAMEA3497314	WGS sequence of Rice line CX428	CX428	Oryza sativa						ILLUMINA	PAIRED	336027990
ERR978042	SAMEA3497314	WGS sequence of Rice line CX428	CX428	Oryza sativa						ILLUMINA	PAIRED	317323442
ERR978051	SAMEA3497315	WGS sequence of Rice line CX429	CX429	Oryza sativa						ILLUMINA	PAIRED	444005678
ERR978056	SAMEA3497315	WGS sequence of Rice line CX429	CX429	Oryza sativa						ILLUMINA	PAIRED	419584920
ERR978063	SAMEA3497316	WGS sequence of Rice line CX561	CX561	Oryza sativa						ILLUMINA	PAIRED	561079668
ERR978069	SAMEA3497316	WGS sequence of Rice line CX561	CX561	Oryza sativa						ILLUMINA	PAIRED	595594720
ERR978072	SAMEA3497317	WGS sequence of Rice line CX578	CX578	Oryza sativa						ILLUMINA	PAIRED	766123698
ERR978082	SAMEA3497317	WGS sequence of Rice line CX578	CX578	Oryza sativa						ILLUMINA	PAIRED	677903662
ERR978083	SAMEA3497317	WGS sequence of Rice line CX578	CX578	Oryza sativa						ILLUMINA	PAIRED	806535900
ERR978087	SAMEA3497318	WGS sequence of Rice line CX579	CX579	Oryza sativa						ILLUMINA	PAIRED	642746688
ERR9885017	SAMEA110192146	ZJM22_WGS	ZJM22	Oryza sativa						ILLUMINA	PAIRED	13608771000
ERR9885018	SAMEA110192147	ZJM23_WGS	ZJM23	Oryza sativa						ILLUMINA	PAIRED	15756096300
ERR9885020	SAMEA110192156	ZJM32_WGS	ZJM32	Oryza sativa						ILLUMINA	PAIRED	10749229200
ERR9885021	SAMEA110192157	ZJM33_WGS	ZJM33	Oryza sativa						ILLUMINA	PAIRED	8965874100
ERR9885022	SAMEA110192159	ZJM35_WGS	ZJM35	Oryza sativa						ILLUMINA	PAIRED	10732929000
ERR9885026	SAMEA110192168	ZJM45_WGS	ZJM45	Oryza sativa						ILLUMINA	PAIRED	22154818500
ERR9885028	SAMEA110192170	ZJM47_WGS	ZJM47	Oryza sativa						ILLUMINA	PAIRED	17848444800
ERR9885041	SAMEA110192132	ZJM8_WGS	ZJM8	Oryza sativa						ILLUMINA	PAIRED	12668192100
ERR9885049	SAMEA110192138	ZJM14_WGS	ZJM14	Oryza sativa						ILLUMINA	PAIRED	15084522900
ERR9885053	SAMEA110192271	ZJM152_WGS	ZJM152	Oryza sativa						ILLUMINA	PAIRED	8693677200
ERR9885057	SAMEA110192284	ZJM165_WGS	ZJM165	Oryza sativa						ILLUMINA	PAIRED	14215461600
ERR9885065	SAMEA110192154	ZJM30_WGS	ZJM30	Oryza sativa						ILLUMINA	PAIRED	14842377300
ERR9885070	SAMEA110192164	ZJM40_WGS	ZJM40	Oryza sativa						ILLUMINA	PAIRED	12141048000
ERR9885077	SAMEA110192176	ZJM53_WGS	ZJM53	Oryza sativa						ILLUMINA	PAIRED	19133869200
ERR9885086	SAMEA110192190	ZJM67_WGS	ZJM67	Oryza sativa						ILLUMINA	PAIRED	11498690400
ERR9885097	SAMEA110192214	ZJM93_WGS	ZJM93	Oryza sativa						ILLUMINA	PAIRED	14480693100
ERR9885103	SAMEA110192227	ZJM107_WGS	ZJM107	Oryza sativa						ILLUMINA	PAIRED	12145097700
ERR9885109	SAMEA110192234	ZJM114_WGS	ZJM114	Oryza sativa						ILLUMINA	PAIRED	18761548500
ERR9885110	SAMEA110192238	ZJM118_WGS	ZJM118	Oryza sativa						ILLUMINA	PAIRED	17794991700
ERR9885112	SAMEA110192241	ZJM121_WGS	ZJM121	Oryza sativa						ILLUMINA	PAIRED	10461836400
ERR9885118	SAMEA110192252	ZJM133_WGS	ZJM133	Oryza sativa						ILLUMINA	PAIRED	11770993800
ERR9885132	SAMEA110192276	ZJM157_WGS	ZJM157	Oryza sativa						ILLUMINA	PAIRED	12016799700
ERR9885134	SAMEA110192278	ZJM159_WGS	ZJM159	Oryza sativa						ILLUMINA	PAIRED	13222581600
ERR9885137	SAMEA110192285	ZJM166_WGS	ZJM166	Oryza sativa						ILLUMINA	PAIRED	14325486000
ERR9885141	SAMEA110192289	ZJM170_WGS	ZJM170	Oryza sativa						ILLUMINA	PAIRED	13682591400
ERR9885152	SAMEA110192211	ZJM90_WGS	ZJM90	Oryza sativa						ILLUMINA	PAIRED	87486305100
ERR9885177	SAMEA110192309	ZJM191_WGS	ZJM191	Oryza sativa						ILLUMINA	PAIRED	10857684600
ERR9885178	SAMEA110192310	ZJM192_WGS	ZJM192	Oryza sativa						ILLUMINA	PAIRED	15702063600
ERR9885179	SAMEA110192311	ZJM193_WGS	ZJM193	Oryza sativa						ILLUMINA	PAIRED	8423434200
ERR9885182	SAMEA110192322	ZJM204_WGS	ZJM204	Oryza sativa						ILLUMINA	PAIRED	13646486700
ERR9885185	SAMEA110192330	ZJM212_WGS	ZJM212	Oryza sativa						ILLUMINA	PAIRED	8552978100
ERR9885186	SAMEA110192333	ZJM215_WGS	ZJM215	Oryza sativa						ILLUMINA	PAIRED	9387899700
ERR9885187	SAMEA110192336	ZJM218_WGS	ZJM218	Oryza sativa						ILLUMINA	PAIRED	13338546300
ERR9885194	SAMEA110192348	ZJM231_WGS	ZJM231	Oryza sativa						ILLUMINA	PAIRED	16460236800
ERR9885195	SAMEA110192353	ZJM236_WGS	ZJM236	Oryza sativa						ILLUMINA	PAIRED	11449284900
ERR9885197	SAMEA110192356	ZJM239_WGS	ZJM239	Oryza sativa						ILLUMINA	PAIRED	9839403300
ERR9885211	SAMEA110192382	ZJM266_WGS	ZJM266	Oryza sativa						ILLUMINA	PAIRED	19826762400
ERR9885218	SAMEA110192329	ZJM211_WGS	ZJM211	Oryza sativa						ILLUMINA	PAIRED	14644567200
ERR9885226	SAMEA110192361	ZJM245_WGS	ZJM245	Oryza sativa						ILLUMINA	PAIRED	13483411800
ERR9885228	SAMEA110192372	ZJM256_WGS	ZJM256	Oryza sativa						ILLUMINA	PAIRED	11974865700
ERR9885230	SAMEA110192374	ZJM258_WGS	ZJM258	Oryza sativa						ILLUMINA	PAIRED	13376699700
ERR9885232	SAMEA110192383	ZJM267_WGS	ZJM267	Oryza sativa						ILLUMINA	PAIRED	8374457700
ERR9885237	SAMEA110192388	ZJM272_WGS	ZJM272	Oryza sativa						ILLUMINA	PAIRED	20085758700
ERR9885241	SAMEA110192400	ZJM284_WGS	ZJM284	Oryza sativa						ILLUMINA	PAIRED	28779244500
ERR9885242	SAMEA110192401	ZJM285_WGS	ZJM285	Oryza sativa						ILLUMINA	PAIRED	13790951700
ERR9885245	SAMEA110192404	ZJM288_WGS	ZJM288	Oryza sativa						ILLUMINA	PAIRED	15511321200
ERR9885253	SAMEA110192426	ZJM312_WGS	ZJM312	Oryza sativa						ILLUMINA	PAIRED	15388395000
ERR9885254	SAMEA110192434	ZJM320_WGS	ZJM320	Oryza sativa						ILLUMINA	PAIRED	20985397800
ERR9885255	SAMEA110192435	ZJM321_WGS	ZJM321	Oryza sativa						ILLUMINA	PAIRED	16979193300
ERR9885256	SAMEA110192437	ZJM323_WGS	ZJM323	Oryza sativa						ILLUMINA	PAIRED	12715536900
ERR9885262	SAMEA110192457	ZJM344_WGS	ZJM344	Oryza sativa						ILLUMINA	PAIRED	17603776200
ERR9885264	SAMEA110192459	ZJM346_WGS	ZJM346	Oryza sativa						ILLUMINA	PAIRED	17137438800
ERR9885267	SAMEA110192470	ZJM357_WGS	ZJM357	Oryza sativa						ILLUMINA	PAIRED	21560116800
ERR9885270	SAMEA110192393	ZJM277_WGS	ZJM277	Oryza sativa						ILLUMINA	PAIRED	14264794500
ERR9885275	SAMEA110192399	ZJM283_WGS	ZJM283	Oryza sativa						ILLUMINA	PAIRED	13559948400
ERR9885276	SAMEA110192405	ZJM289_WGS	ZJM289	Oryza sativa						ILLUMINA	PAIRED	12995086500
ERR9885282	SAMEA110192416	ZJM301_WGS	ZJM301	Oryza sativa						ILLUMINA	PAIRED	13085234400
ERR9885283	SAMEA110192417	ZJM302_WGS	ZJM302	Oryza sativa						ILLUMINA	PAIRED	14175428400
ERR9885287	SAMEA110192421	ZJM307_WGS	ZJM307	Oryza sativa						ILLUMINA	PAIRED	15522251700
ERR9885297	SAMEA110192442	ZJM328_WGS	ZJM328	Oryza sativa						ILLUMINA	PAIRED	10292161800
ERR9885301	SAMEA110192451	ZJM338_WGS	ZJM338	Oryza sativa						ILLUMINA	PAIRED	11085551100
ERR9885309	SAMEA110192464	ZJM351_WGS	ZJM351	Oryza sativa						ILLUMINA	PAIRED	17211241200
ERR9885318	SAMEA110192477	ZJM365_WGS	ZJM365	Oryza sativa						ILLUMINA	PAIRED	14825526000
ERR9885321	SAMEA110192480	ZJM464_WGS	ZJM464	Oryza sativa						ILLUMINA	PAIRED	25941480900
ERR9885322	SAMEA110192481	ZJM465_WGS	ZJM465	Oryza sativa						ILLUMINA	PAIRED	19653882600
ERR9885329	SAMEA110192538	ZJM524_WGS	ZJM524	Oryza sativa						ILLUMINA	PAIRED	12728261100
ERR9885339	SAMEA110192570	ZJM558_WGS	ZJM558	Oryza sativa						ILLUMINA	PAIRED	11223288600
ERR9885350	SAMEA110192584	ZJM574_WGS	ZJM574	Oryza sativa						ILLUMINA	PAIRED	15427569300
ERR9885355	SAMEA110192594	ZJM584_WGS	ZJM584	Oryza sativa						ILLUMINA	PAIRED	12430884600
ERR9885360	SAMEA110192599	ZJM589_WGS	ZJM589	Oryza sativa						ILLUMINA	PAIRED	11952066300
ERR9885361	SAMEA110192600	ZJM590_WGS	ZJM590	Oryza sativa						ILLUMINA	PAIRED	16718219400
ERR9885370	SAMEA110192621	ZJM611_WGS	ZJM611	Oryza sativa						ILLUMINA	PAIRED	11028264000
ERR9885374	SAMEA110192630	ZJM620_WGS	ZJM620	Oryza sativa						ILLUMINA	PAIRED	20722692000
ERR9885375	SAMEA110192631	ZJM621_WGS	ZJM621	Oryza sativa						ILLUMINA	PAIRED	15469134000
ERR9885377	SAMEA110192633	ZJM623_WGS	ZJM623	Oryza sativa						ILLUMINA	PAIRED	13619486700
ERR9885378	SAMEA110192634	ZJM624_WGS	ZJM624	Oryza sativa						ILLUMINA	PAIRED	16593771600
ERR9885383	SAMEA110192645	ZJM635_WGS	ZJM635	Oryza sativa						ILLUMINA	PAIRED	12315944700
ERR9885392	SAMEA110192659	ZJM649_WGS	ZJM649	Oryza sativa						ILLUMINA	PAIRED	9235123500
ERR9885393	SAMEA110192660	ZJM650_WGS	ZJM650	Oryza sativa						ILLUMINA	PAIRED	13454234700
ERR9885397	SAMEA110192590	ZJM580_WGS	ZJM580	Oryza sativa						ILLUMINA	PAIRED	9495741300
ERR9885402	SAMEA110192602	ZJM592_WGS	ZJM592	Oryza sativa						ILLUMINA	PAIRED	8782241100
ERR9885406	SAMEA110192613	ZJM603_WGS	ZJM603	Oryza sativa						ILLUMINA	PAIRED	11060962800
ERR9885418	SAMEA110192639	ZJM629_WGS	ZJM629	Oryza sativa						ILLUMINA	PAIRED	16371103500
ERR9885421	SAMEA110192649	ZJM639_WGS	ZJM639	Oryza sativa						ILLUMINA	PAIRED	16502488500
ERR9885426	SAMEA110192661	ZJM651_WGS	ZJM651	Oryza sativa						ILLUMINA	PAIRED	11374264500
ERR9885429	SAMEA110192664	ZJM654_WGS	ZJM654	Oryza sativa						ILLUMINA	PAIRED	13713569100
ERR9885430	SAMEA110192665	ZJM655_WGS	ZJM655	Oryza sativa						ILLUMINA	PAIRED	14342685300
ERR9885435	SAMEA110192679	ZJM669_WGS	ZJM669	Oryza sativa						ILLUMINA	PAIRED	12563877000
ERR9885437	SAMEA110192681	ZJM671_WGS	ZJM671	Oryza sativa						ILLUMINA	PAIRED	15075072300
ERR9885449	SAMEA110192727	ZJM718_WGS	ZJM718	Oryza sativa						ILLUMINA	PAIRED	11447103900
ERR9885450	SAMEA110192735	ZJM728_WGS	ZJM728	Oryza sativa						ILLUMINA	PAIRED	13603689600
ERR9885455	SAMEA110192748	ZJM742_WGS	ZJM742	Oryza sativa						ILLUMINA	PAIRED	13793298900
ERR9885456	SAMEA110192670	ZJM660_WGS	ZJM660	Oryza sativa						ILLUMINA	PAIRED	15109661100
ERR9885458	SAMEA110192672	ZJM662_WGS	ZJM662	Oryza sativa						ILLUMINA	PAIRED	13461091800
ERR9885460	SAMEA110192674	ZJM664_WGS	ZJM664	Oryza sativa						ILLUMINA	PAIRED	12025029600
ERR9885462	SAMEA110192676	ZJM666_WGS	ZJM666	Oryza sativa						ILLUMINA	PAIRED	11287334100
ERR9885463	SAMEA110192677	ZJM667_WGS	ZJM667	Oryza sativa						ILLUMINA	PAIRED	15232568100
ERR9885465	SAMEA110192683	ZJM673_WGS	ZJM673	Oryza sativa						ILLUMINA	PAIRED	11327775900
ERR9885472	SAMEA110192693	ZJM683_WGS	ZJM683	Oryza sativa						ILLUMINA	PAIRED	15675415200
ERR9885475	SAMEA110192696	ZJM686_WGS	ZJM686	Oryza sativa						ILLUMINA	PAIRED	12381212100
ERR9885484	SAMEA110192709	ZJM699_WGS	ZJM699	Oryza sativa						ILLUMINA	PAIRED	11597802000
ERR9885487	SAMEA110192712	ZJM702_WGS	ZJM702	Oryza sativa						ILLUMINA	PAIRED	11905214100
ERR9885488	SAMEA110192716	ZJM707_WGS	ZJM707	Oryza sativa						ILLUMINA	PAIRED	13378581900
ERR9885491	SAMEA110192719	ZJM710_WGS	ZJM710	Oryza sativa						ILLUMINA	PAIRED	11181967200
ERR9885494	SAMEA110192722	ZJM713_WGS	ZJM713	Oryza sativa						ILLUMINA	PAIRED	11933962500
ERR9885495	SAMEA110192723	ZJM714_WGS	ZJM714	Oryza sativa						ILLUMINA	PAIRED	9550115400
ERR9885496	SAMEA110192724	ZJM715_WGS	ZJM715	Oryza sativa						ILLUMINA	PAIRED	12071800800
ERR9885499	SAMEA110192730	ZJM721_WGS	ZJM721	Oryza sativa						ILLUMINA	PAIRED	14040724500
ERR9885501	SAMEA110192732	ZJM725_WGS	ZJM725	Oryza sativa						ILLUMINA	PAIRED	11065220100
ERR9885502	SAMEA110192733	ZJM726_WGS	ZJM726	Oryza sativa						ILLUMINA	PAIRED	11945680200
ERR9885503	SAMEA110192734	ZJM727_WGS	ZJM727	Oryza sativa						ILLUMINA	PAIRED	11115279900
ERR9885504	SAMEA110192738	ZJM731_WGS	ZJM731	Oryza sativa						ILLUMINA	PAIRED	13738945200
ERR9885508	SAMEA110192743	ZJM737_WGS	ZJM737	Oryza sativa						ILLUMINA	PAIRED	11692767900
ERR9885512	SAMEA110192750	ZJM744_WGS	ZJM744	Oryza sativa						ILLUMINA	PAIRED	15563632800
ERR9885517	SAMEA110192755	ZJM749_WGS	ZJM749	Oryza sativa						ILLUMINA	PAIRED	14408921700
ERR9885533	SAMEA110192776	ZJM772_WGS	ZJM772	Oryza sativa						ILLUMINA	PAIRED	10313887800
ERR9885544	SAMEA110192794	ZJM790_WGS	ZJM790	Oryza sativa						ILLUMINA	PAIRED	10513393200
ERR9885545	SAMEA110192795	ZJM791_WGS	ZJM791	Oryza sativa						ILLUMINA	PAIRED	13156518600
