run_accession	sample_accession	sample_title	sample_alias	scientific_name	cultivar	variety	ecotype	strain	country	instrument_platform	library_layout	base_count
SRR13307637	SAMN02142839	Generic sample from Oryza sativa	Lemont	Oryza sativa						ILLUMINA	PAIRED	2038071348
SRR13307638	SAMN02142839	Generic sample from Oryza sativa	Lemont	Oryza sativa						ILLUMINA	PAIRED	5982742800
SRR13307639	SAMN02142741	Generic sample from Oryza sativa	Basmati_370	Oryza sativa						ILLUMINA	PAIRED	3128021584
SRR13307643	SAMN02142729	Generic sample from Oryza sativa	Darmali	Oryza sativa						ILLUMINA	PAIRED	4698352050
SRR13307666	SAMN02142747	Generic sample from Oryza sativa	Khao_Gaew	Oryza sativa						ILLUMINA	PAIRED	6147839800
SRR13307678	SAMN02142852	Generic sample from Oryza sativa	Caiapo	Oryza sativa						ILLUMINA	PAIRED	3447268892
SRR13307683	SAMN02142827	Generic sample from Oryza sativa	Vavilovi	Oryza sativa						ILLUMINA	PAIRED	24419375000
SRR13307688	SAMN02142823	Generic sample from Oryza sativa	Haginomae_Mochi	Oryza sativa						ILLUMINA	PAIRED	7072019200
SRR13307694	SAMN02142817	Generic sample from Oryza sativa	Caucasica	Oryza sativa						ILLUMINA	PAIRED	5461178880
SRR13307717	SAMN02142755	Generic sample from Oryza sativa	Chati_Kamma_Nangarhar	Oryza sativa						ILLUMINA	PAIRED	3917615448
SRR13307720	SAMN02142732	Generic sample from Oryza sativa	KUI_SALI	Oryza sativa						ILLUMINA	PAIRED	6361202400
SRR13307730	SAMN02142734	Generic sample from Oryza sativa	Bico_Branco	Oryza sativa						ILLUMINA	PAIRED	6690440600
SRR13307733	SAMN02142767	Generic sample from Oryza sativa	Minghui_63	Oryza sativa						ILLUMINA	PAIRED	9259823820
SRR13307736	SAMN02142764	Generic sample from Oryza sativa	JC91	Oryza sativa						ILLUMINA	PAIRED	6823568800
SRR13307740	SAMN02142760	Generic sample from Oryza sativa	Sigadis	Oryza sativa						ILLUMINA	PAIRED	2001494340
SRR13307742	SAMN02142759	Generic sample from Oryza sativa	TD2	Oryza sativa						ILLUMINA	PAIRED	4456970800
SRR13307749	SAMN02142834	Generic sample from Oryza sativa	Taikung9	Oryza sativa						ILLUMINA	PAIRED	2884198500
SRR13307754	SAMN02142740	Generic sample from Oryza sativa	Taraori_Basmati	Oryza sativa						ILLUMINA	SINGLE	2740519516
SRR13307761	SAMN02142827	Generic sample from Oryza sativa	Vavilovi	Oryza sativa						ILLUMINA	PAIRED	2039018892
SRR13307766	SAMN02142735	Generic sample from Oryza sativa	JC101	Oryza sativa						ILLUMINA	PAIRED	5895653200
SRR13307768	SAMN02142774	Generic sample from Oryza sativa	Mudgo	Oryza sativa						ILLUMINA	PAIRED	3511982344
SRR13307775	SAMN02142770	Generic sample from Oryza sativa	CO39	Oryza sativa						ILLUMINA	PAIRED	2720145600
SRR13319859	SAMN17174010	Plant sample from Oryza sativa	RI01	Oryza sativa					China:Harbin	ILLUMINA	PAIRED	25326276000
SRR13453466	SAMN17372547	Plant sample from Oryza sativa	NH105-I	Oryza sativa	NH105-1				China	ILLUMINA	PAIRED	22668777644
SRR13453468	SAMN17372545	Plant sample from Oryza sativa	NH103-I	Oryza sativa	NH103-1				China	ILLUMINA	PAIRED	22164616621
SRR13453474	SAMN17372540	Plant sample from Oryza sativa	NH097-I	Oryza sativa	NH097-1				China	ILLUMINA	PAIRED	19930601869
SRR13453476	SAMN17372538	Plant sample from Oryza sativa	NH095-I	Oryza sativa	NH095-1				China	ILLUMINA	PAIRED	19639660175
SRR13453485	SAMN17372530	Plant sample from Oryza sativa	NH087-I	Oryza sativa	NH087-1				China	ILLUMINA	PAIRED	18888366634
SRR13453487	SAMN17372528	Plant sample from Oryza sativa	NH085-I	Oryza sativa	NH085-1				China	ILLUMINA	PAIRED	23344548748
SRR13453489	SAMN17372526	Plant sample from Oryza sativa	NH083-I	Oryza sativa	NH083-1				China	ILLUMINA	PAIRED	25615943355
SRR13453493	SAMN17372522	Plant sample from Oryza sativa	NH079-I	Oryza sativa	NH079-1				China	ILLUMINA	PAIRED	27910523606
SRR13453509	SAMN17372508	Plant sample from Oryza sativa	NH064-I	Oryza sativa	NH064-1				China	ILLUMINA	PAIRED	25329698661
SRR13453518	SAMN17372500	Plant sample from Oryza sativa	NH056-I	Oryza sativa	NH056-1				China	ILLUMINA	PAIRED	27282612069
SRR13453521	SAMN17372497	Plant sample from Oryza sativa	NH053-I	Oryza sativa	NH053-1				China	ILLUMINA	PAIRED	31844018180
SRR13453530	SAMN17372489	Plant sample from Oryza sativa	NH045-I	Oryza sativa	NH045-1				Madagascar	ILLUMINA	PAIRED	23680258002
SRR13453535	SAMN17372484	Plant sample from Oryza sativa	NH039-I	Oryza sativa	NH039-1				Japan	ILLUMINA	PAIRED	25683078198
SRR13453537	SAMN17372482	Plant sample from Oryza sativa	NH036-I	Oryza sativa	NH036-1				Uganda	ILLUMINA	PAIRED	22231658996
SRR13453569	SAMN17372476	Plant sample from Oryza sativa	NH028-I	Oryza sativa	NH028-1				India	ILLUMINA	PAIRED	21111957770
SRR13453597	SAMN17372675	Plant sample from Oryza sativa	NH246-I	Oryza sativa	NH246-L				China	ILLUMINA	PAIRED	20665833665
SRR13453603	SAMN17372670	Plant sample from Oryza sativa	NH239-I	Oryza sativa	NH239-1				Philippines	ILLUMINA	PAIRED	16870151090
SRR13453622	SAMN17372652	Plant sample from Oryza sativa	NH218-I	Oryza sativa	NH218-1				Thailand	ILLUMINA	PAIRED	18779403043
SRR13453627	SAMN17372649	Plant sample from Oryza sativa	NH214-I	Oryza sativa	NH214-1				China	ILLUMINA	PAIRED	21037117862
SRR13453635	SAMN17372641	Plant sample from Oryza sativa	NH206-I	Oryza sativa	NH206-1				China	ILLUMINA	PAIRED	26112401800
SRR13453637	SAMN17372640	Plant sample from Oryza sativa	NH205-I	Oryza sativa	NH205-1				China	ILLUMINA	PAIRED	25716125985
SRR13453638	SAMN17372639	Plant sample from Oryza sativa	NH204-I	Oryza sativa	NH204-1				China	ILLUMINA	PAIRED	24346723491
SRR13453640	SAMN17372637	Plant sample from Oryza sativa	NH202-I	Oryza sativa	NH202-1				China	ILLUMINA	PAIRED	21827598559
SRR13453641	SAMN17372636	Plant sample from Oryza sativa	NH201-I	Oryza sativa	NH201-1				China	ILLUMINA	PAIRED	19785638643
SRR13453645	SAMN17372632	Plant sample from Oryza sativa	NH197-I	Oryza sativa	NH197-1				China	ILLUMINA	PAIRED	27224014745
SRR13453671	SAMN17372609	Plant sample from Oryza sativa	NH171-I	Oryza sativa	NH171-1				China	ILLUMINA	PAIRED	24031435503
SRR13453682	SAMN17372599	Plant sample from Oryza sativa	NH159-I	Oryza sativa	NH159-1				India	ILLUMINA	PAIRED	23838057451
SRR13453694	SAMN17372588	Plant sample from Oryza sativa	NH148-I	Oryza sativa	NH148-1				Russia	ILLUMINA	PAIRED	24841828432
SRR13453700	SAMN17372582	Plant sample from Oryza sativa	NH142-I	Oryza sativa	NH142-1				China	ILLUMINA	PAIRED	27323119246
SRR13453706	SAMN17372577	Plant sample from Oryza sativa	NH137-I	Oryza sativa	NH137-1				China	ILLUMINA	PAIRED	25641268555
SRR13453707	SAMN17372576	Plant sample from Oryza sativa	NH136-I	Oryza sativa	NH136-1				China	ILLUMINA	PAIRED	26727742258
SRR13453716	SAMN17372568	Plant sample from Oryza sativa	NH128-I	Oryza sativa	NH128-1				China	ILLUMINA	PAIRED	26531295380
SRR13453720	SAMN17372564	Plant sample from Oryza sativa	NH122-I	Oryza sativa	NH122-1				China	ILLUMINA	PAIRED	21025700002
SRR13453723	SAMN17372561	Plant sample from Oryza sativa	NH119-I	Oryza sativa	NH119-1				China	ILLUMINA	PAIRED	30153664709
SRR13453728	SAMN17372557	Plant sample from Oryza sativa	NH115-I	Oryza sativa	NH115-1				China	ILLUMINA	PAIRED	24196930237
SRR13453730	SAMN17372555	Plant sample from Oryza sativa	NH113-I	Oryza sativa	NH113-1				China	ILLUMINA	PAIRED	26493468262
SRR13453732	SAMN17372553	Plant sample from Oryza sativa	NH111-I	Oryza sativa	NH111-1				China	ILLUMINA	PAIRED	20592307631
SRR13823728	SAMN18104074	Oryza sativa Fertile-bulk	Fertile bulk	Oryza sativa					South Korea: Suwon	ILLUMINA	PAIRED	24119094704
SRR14077849	SAMN18509002	Plant sample from Oryza sativa	IRGC_60605	Oryza sativa	IRGC_60605				Philippines	ILLUMINA	PAIRED	6412633218
SRR14077851	SAMN18509000	Plant sample from Oryza sativa	IRGC_8172	Oryza sativa	IRGC_8172				Philippines	ILLUMINA	PAIRED	5966013440
SRR14077852	SAMN18508999	Plant sample from Oryza sativa	IRGC_8043	Oryza sativa	IRGC_8043				Philippines	ILLUMINA	PAIRED	6074915478
SRR14139042	SAMN18604611	Plant sample from Oryza sativa	LJ_WGS_data	Oryza sativa	Lijiang Xintuan Hei Gu				missing	BGISEQ	PAIRED	12129729600
SRR14139048	SAMN18604604	Plant sample from Oryza sativa	Y58S_WGS_data	Oryza sativa	Y58S				missing	BGISEQ	PAIRED	12814924800
SRR14139051	SAMN18604601	Plant sample from Oryza sativa	Y3551_WGS_data	Oryza sativa	Yihui3551				missing	BGISEQ	PAIRED	2912783400
SRR14139059	SAMN18604595	Plant sample from Oryza sativa	Tumba_WGS_data	Oryza sativa	Tumba				missing	BGISEQ	PAIRED	3524417436
SRR14139062	SAMN18604595	Plant sample from Oryza sativa	Tumba_WGS_data	Oryza sativa	Tumba				missing	BGISEQ	PAIRED	3523629264
SRR14139066	SAMN18604592	Plant sample from Oryza sativa	TM_WGS_data	Oryza sativa	Tsipala Menahar				missing	BGISEQ	PAIRED	3278048886
SRR14139072	SAMN18604584	Plant sample from Oryza sativa	NamRoo_WGS_data	Oryza sativa	Nam Roo				missing	BGISEQ	PAIRED	3239191278
SRR14139088	SAMN18604569	Plant sample from Oryza sativa	II32_WGS_data	Oryza sativa	II32				missing	BGISEQ	PAIRED	2664543400
SRR14139089	SAMN18604569	Plant sample from Oryza sativa	II32_WGS_data	Oryza sativa	II32				missing	BGISEQ	PAIRED	3637990800
SRR14139091	SAMN18604566	Plant sample from Oryza sativa	G8_WGS_data	Oryza sativa	Guang8				missing	BGISEQ	PAIRED	2911559400
SRR14139096	SAMN18604560	Plant sample from Oryza sativa	G46_WGS_data	Oryza sativa	Gang46				missing	BGISEQ	PAIRED	13756868700
SRR14139101	SAMN18604545	Plant sample from Oryza sativa	D62_WGS_data	Oryza sativa	D62				missing	BGISEQ	PAIRED	2890547800
SRR14139104	SAMN18604554	Plant sample from Oryza sativa	FH838_WGS_data	Oryza sativa	Fuhui838				missing	BGISEQ	PAIRED	3396582600
SRR14139113	SAMN18604548	Plant sample from Oryza sativa	DG_WGS_data	Oryza sativa	Digu				missing	BGISEQ	PAIRED	404717580
SRR14139127	SAMN18604548	Plant sample from Oryza sativa	DG_WGS_data	Oryza sativa	Digu				missing	BGISEQ	PAIRED	404717580
SRR14139133	SAMN18604548	Plant sample from Oryza sativa	DG_WGS_data	Oryza sativa	Digu				missing	BGISEQ	PAIRED	404717580
SRR14139137	SAMN18604548	Plant sample from Oryza sativa	DG_WGS_data	Oryza sativa	Digu				missing	BGISEQ	PAIRED	404717580
SRR14139138	SAMN18604548	Plant sample from Oryza sativa	DG_WGS_data	Oryza sativa	Digu				missing	BGISEQ	PAIRED	404717580
SRR14269746	SAMN18604551	Plant sample from Oryza sativa	DHX2_WGS_data	Oryza sativa	DHX2				missing	PACBIO_SMRT	SINGLE	26600904897
SRR14269756	SAMN18604601	Plant sample from Oryza sativa	Y3551_WGS_data	Oryza sativa	Yihui3551				missing	PACBIO_SMRT	SINGLE	21806929646
SRR14269758	SAMN18604595	Plant sample from Oryza sativa	Tumba_WGS_data	Oryza sativa	Tumba				missing	PACBIO_SMRT	SINGLE	21939134258
SRR14269773	SAMN18604530	Plant sample from Oryza sativa	02428_WGS_data	Oryza sativa	02428				missing	PACBIO_SMRT	SINGLE	25210733865
SRR14297819	SAMN18824686	Plant sample from Oryza sativa	JS503	Oryza sativa			weed		China	ILLUMINA	PAIRED	3471539100
SRR14297822	SAMN18824689	Plant sample from Oryza sativa	JS507	Oryza sativa			weed		China	ILLUMINA	PAIRED	3138553500
SRR14297824	SAMN18824691	Plant sample from Oryza sativa	JS512	Oryza sativa			weed		China	ILLUMINA	PAIRED	3442464600
SRR14297826	SAMN18824693	Plant sample from Oryza sativa	JS515	Oryza sativa			weed		China	ILLUMINA	PAIRED	3568893300
SRR14297829	SAMN18824697	Plant sample from Oryza sativa	JS521	Oryza sativa			weed		China	ILLUMINA	PAIRED	3110227800
SRR14297833	SAMN18824701	Plant sample from Oryza sativa	JS529	Oryza sativa			weed		China	ILLUMINA	PAIRED	3604085100
SRR14297842	SAMN18824636	Plant sample from Oryza sativa	JL220	Oryza sativa			weed		China	ILLUMINA	PAIRED	2986167000
SRR14297844	SAMN18824608	Plant sample from Oryza sativa	HLJ711	Oryza sativa			weed		China	ILLUMINA	PAIRED	2569937100
SRR14297850	SAMN18824629	Plant sample from Oryza sativa	JL212	Oryza sativa			weed		China	ILLUMINA	PAIRED	2448043800
SRR14297852	SAMN18824637	Plant sample from Oryza sativa	JL222	Oryza sativa			weed		China	ILLUMINA	PAIRED	3596014500
SRR14297853	SAMN18824638	Plant sample from Oryza sativa	JL223	Oryza sativa			weed		China	ILLUMINA	PAIRED	3583516200
SRR14297854	SAMN18824639	Plant sample from Oryza sativa	JL224	Oryza sativa			weed		China	ILLUMINA	PAIRED	3109625700
SRR14297857	SAMN18824642	Plant sample from Oryza sativa	JL228	Oryza sativa			weed		China	ILLUMINA	PAIRED	3293327700
SRR14297861	SAMN18824645	Plant sample from Oryza sativa	JL316	Oryza sativa			weed		China	ILLUMINA	PAIRED	2852650200
SRR14297866	SAMN18824650	Plant sample from Oryza sativa	JL336	Oryza sativa			weed		China	ILLUMINA	PAIRED	3592470900
SRR14297872	SAMN18824655	Plant sample from Oryza sativa	JL343	Oryza sativa			weed		China	ILLUMINA	PAIRED	2943252900
SRR14297878	SAMN18824664	Plant sample from Oryza sativa	JL358	Oryza sativa			weed		China	ILLUMINA	PAIRED	3628101000
SRR14297879	SAMN18824611	Plant sample from Oryza sativa	HLJ715	Oryza sativa			weed		China	ILLUMINA	PAIRED	3101447100
SRR14297880	SAMN18824665	Plant sample from Oryza sativa	LN301	Oryza sativa			weed		China	ILLUMINA	PAIRED	3681952200
SRR14297888	SAMN18824673	Plant sample from Oryza sativa	LN322	Oryza sativa			weed		China	ILLUMINA	PAIRED	3140181000
SRR14297890	SAMN18824612	Plant sample from Oryza sativa	HLJ716	Oryza sativa			weed		China	ILLUMINA	PAIRED	2640226800
SRR14297895	SAMN18824679	Plant sample from Oryza sativa	LN334	Oryza sativa			weed		China	ILLUMINA	PAIRED	16837934100
SRR14297904	SAMN18824624	Plant sample from Oryza sativa	HLJ738	Oryza sativa			weed		China	ILLUMINA	PAIRED	2418084600
SRR14297906	SAMN18824622	Plant sample from Oryza sativa	HLJ735	Oryza sativa			weed		China	ILLUMINA	PAIRED	3010009500
SRR14297914	SAMN18824722	Plant sample from Oryza sativa	JS836	Oryza sativa			weed		China	ILLUMINA	PAIRED	3479796600
SRR14297919	SAMN18824717	Plant sample from Oryza sativa	JS825	Oryza sativa			weed		China	ILLUMINA	PAIRED	14756082900
SRR14297926	SAMN18824711	Plant sample from Oryza sativa	JS813	Oryza sativa			weed		China	ILLUMINA	PAIRED	4055297700
SRR14297931	SAMN18824706	Plant sample from Oryza sativa	JS805	Oryza sativa			weed		China	ILLUMINA	PAIRED	3573910200
SRR14297933	SAMN18824615	Plant sample from Oryza sativa	HLJ722	Oryza sativa			weed		China	ILLUMINA	PAIRED	2340287400
SRR14297949	SAMN18604560	Plant sample from Oryza sativa	G46_WGS_data	Oryza sativa	Gang46				missing	PACBIO_SMRT	SINGLE	25126422627
SRR14297953	SAMN18604527	Plant sample from Oryza sativa	KY131_WGS_data	Oryza sativa	Kongyu131				missing	PACBIO_SMRT	SINGLE	18931825781
SRR14553098	SAMN19217577	Plant sample from Oryza sativa	MJ-006-Swarna	Oryza sativa	Swarna				India: New Delhi	ILLUMINA	PAIRED	21129995600
SRR14553101	SAMN19217574	Plant sample from Oryza sativa	MJ-003-SambaM	Oryza sativa	Samba Mahsuri				India: New Delhi	ILLUMINA	PAIRED	22040316200
SRR14637434	SAMN19321654	Plant sample from Oryza sativa	Ti-Chueh-Ko-Tzu	Oryza sativa	Ti-Chueh-Ko-Tzu				Taiwan	ILLUMINA	PAIRED	6462669600
SRR14637444	SAMN19321646	Plant sample from Oryza sativa	Liu-tou-tzu	Oryza sativa	Liu-tou-tzu				Taiwan	ILLUMINA	PAIRED	4678076400
SRR14776831	SAMN19609963	Plant sample from Oryza sativa	Yuejingsimaio	Oryza sativa	Yuejingsimaio					ILLUMINA	PAIRED	15001860376
SRR14776832	SAMN19609962	Plant sample from Oryza sativa	02428	Oryza sativa	02428					ILLUMINA	PAIRED	16991069692
SRR14776843	SAMN19609966	Plant sample from Oryza sativa	Huagengxian74	Oryza sativa	Huagengxian74					ILLUMINA	PAIRED	14834566496
SRR15040774	SAMN20058605	Plant sample from Oryza sativa	Rice_W982-R100	Oryza sativa	Fuhui683		Indica rice		China: Fuzhou	ILLUMINA	PAIRED	15006533968
SRR15040776	SAMN20058603	Plant sample from Oryza sativa	Rice_W982-R98	Oryza sativa	203A		Indica rice		China: Fuzhou	ILLUMINA	PAIRED	13106315836
SRR15040778	SAMN20058601	Plant sample from Oryza sativa	Rice_W982-R96	Oryza sativa	Fan3		Indica rice		China: Fuzhou	ILLUMINA	PAIRED	14179696770
SRR15040789	SAMN20058591	Plant sample from Oryza sativa	Rice_W982-R86	Oryza sativa	Kangwenqingzhan		Indica rice		China: Fuzhou	ILLUMINA	PAIRED	6914152614
SRR15040794	SAMN20058586	Plant sample from Oryza sativa	Rice_W982-R81	Oryza sativa	Shengbasimiao		Indica rice		China: Fuzhou	ILLUMINA	PAIRED	11216055534
SRR15040800	SAMN20058581	Plant sample from Oryza sativa	Rice_W982-R76	Oryza sativa	Xinyinzhan		Indica rice		China: Fuzhou	ILLUMINA	PAIRED	8978781952
SRR15040802	SAMN20058579	Plant sample from Oryza sativa	Rice_W982-R74	Oryza sativa	Yong1744		Indica rice		China: Fuzhou	ILLUMINA	PAIRED	6380105068
SRR15040805	SAMN20058576	Plant sample from Oryza sativa	Rice_W982-R71	Oryza sativa	19W82		Indica rice		China: Fuzhou	ILLUMINA	PAIRED	7775775690
SRR15040807	SAMN20058575	Plant sample from Oryza sativa	Rice_W982-R70	Oryza sativa	Huangxuan3R		Indica rice		China: Fuzhou	ILLUMINA	PAIRED	9197154866
SRR15040814	SAMN20058568	Plant sample from Oryza sativa	Rice_W982-R63	Oryza sativa	19W62		Indica rice		China: Fuzhou	ILLUMINA	PAIRED	7857838434
SRR15040822	SAMN20058561	Plant sample from Oryza sativa	Rice_W982-R56	Oryza sativa	19W49		Indica rice		China: Fuzhou	ILLUMINA	PAIRED	15670246556
SRR15040826	SAMN20058557	Plant sample from Oryza sativa	Rice_W982-R52	Oryza sativa	19W40		Indica rice		China: Fuzhou	ILLUMINA	PAIRED	10189143992
SRR15040839	SAMN20058510	Plant sample from Oryza sativa	Rice_W982-R05	Oryza sativa	Fan2		Indica rice		China: Fuzhou	ILLUMINA	PAIRED	8261323936
SRR15040846	SAMN20058539	Plant sample from Oryza sativa	Rice_W982-R34	Oryza sativa	Hehui6813		Indica rice		China: Fuzhou	ILLUMINA	PAIRED	7313138512
SRR15040856	SAMN20058530	Plant sample from Oryza sativa	Rice_W982-R25	Oryza sativa	IR80404-28-2-3-2		Indica rice		China: Fuzhou	ILLUMINA	PAIRED	9024425650
SRR15040859	SAMN20058527	Plant sample from Oryza sativa	Rice_W982-R22	Oryza sativa	CNG105M		Indica rice		China: Fuzhou	ILLUMINA	PAIRED	10639542114
SRR15040866	SAMN20058521	Plant sample from Oryza sativa	Rice_W982-R16	Oryza sativa	BG1		Japonica rice		China: Fuzhou	ILLUMINA	PAIRED	5910646794
SRR15040870	SAMN20058627	Plant sample from Oryza sativa	Rice_W982-R122	Oryza sativa	Fuxiangzhan		Indica rice		China: Fuzhou	ILLUMINA	PAIRED	9800646396
SRR15040872	SAMN20058518	Plant sample from Oryza sativa	Rice_W982-R13	Oryza sativa	IR30		Indica rice		China: Fuzhou	ILLUMINA	PAIRED	6443806380
SRR15040874	SAMN20058624	Plant sample from Oryza sativa	Rice_W982-R119	Oryza sativa	Xuenuo		Japonica rice		China: Fuzhou	ILLUMINA	PAIRED	10705233844
SRR15040879	SAMN20058619	Plant sample from Oryza sativa	Rice_W982-R114	Oryza sativa	Hanhui3		Japonica rice		China: Fuzhou	ILLUMINA	PAIRED	7206618890
SRR15040882	SAMN20058616	Plant sample from Oryza sativa	Rice_W982-R111	Oryza sativa	YR0822		Indica rice		China: Fuzhou	ILLUMINA	PAIRED	10903435110
SRR15040883	SAMN20058517	Plant sample from Oryza sativa	Rice_W982-R12	Oryza sativa	IR42		Indica rice		China: Fuzhou	ILLUMINA	PAIRED	5880957476
SRR15040889	SAMN20058610	Plant sample from Oryza sativa	Rice_W982-R105	Oryza sativa	Fuhui699_1		Indica rice		China: Fuzhou	ILLUMINA	PAIRED	9271756464
SRR15400932	SAMN20692580	Plant sample from Oryza sativa	THRGP00057	Oryza sativa	RD17				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	441751302
SRR15400935	SAMN20692577	Plant sample from Oryza sativa	THRGP00054	Oryza sativa	Niaw Kiaw Ngoo				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	688722692
SRR15400939	SAMN20692529	Plant sample from Oryza sativa	THRGP00006	Oryza sativa	Jek Chuey 1				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	579019266
SRR15400941	SAMN20692572	Plant sample from Oryza sativa	THRGP00049	Oryza sativa	RD18				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	600696129
SRR15400955	SAMN20692559	Plant sample from Oryza sativa	THRGP00036	Oryza sativa	Beu Pataw				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	912228421
SRR15400970	SAMN20692815	Plant sample from Oryza sativa	THRGP00292	Oryza sativa	Bow Hoi Sang				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	476506997
SRR15400976	SAMN20692810	Plant sample from Oryza sativa	THRGP00287	Oryza sativa	Sai Khao				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	255678156
SRR15400980	SAMN20692806	Plant sample from Oryza sativa	THRGP00283	Oryza sativa	Rahk Haeng				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	457346147
SRR15400981	SAMN20692805	Plant sample from Oryza sativa	THRGP00282	Oryza sativa	Ruang Yao Daeng				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	327905165
SRR15400982	SAMN20692804	Plant sample from Oryza sativa	THRGP00281	Oryza sativa	Niaw Dawk Pud				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	305592903
SRR15400988	SAMN20692799	Plant sample from Oryza sativa	THRGP00276	Oryza sativa	Khao Tud				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	317179533
SRR15400990	SAMN20692797	Plant sample from Oryza sativa	THRGP00274	Oryza sativa	Li Mah Mah				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	281206049
SRR15400993	SAMN20692794	Plant sample from Oryza sativa	THRGP00271	Oryza sativa	Niaw Nom Wau				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	270213784
SRR15400998	SAMN20692790	Plant sample from Oryza sativa	THRGP00267	Oryza sativa	Chaw Jang Vat				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	160505762
SRR15401003	SAMN20692785	Plant sample from Oryza sativa	THRGP00262	Oryza sativa	Niaw Nawn				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	151065767
SRR15401011	SAMN20692778	Plant sample from Oryza sativa	THRGP00255	Oryza sativa	Chaw Lung 97				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	514860730
SRR15401014	SAMN20692775	Plant sample from Oryza sativa	THRGP00252	Oryza sativa	Ah Ne Mah Gaw				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	342605574
SRR15401020	SAMN20692770	Plant sample from Oryza sativa	THRGP00247	Oryza sativa	Hahng Tawng				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	515789699
SRR15401023	SAMN20692767	Plant sample from Oryza sativa	THRGP00244	Oryza sativa	Dawk Mai Sai				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	334631462
SRR15401026	SAMN20692764	Plant sample from Oryza sativa	THRGP00241	Oryza sativa	Look Daeng				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	158901867
SRR15401030	SAMN20692761	Plant sample from Oryza sativa	THRGP00238	Oryza sativa	Lah Yawd				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	237251150
SRR15401031	SAMN20692760	Plant sample from Oryza sativa	THRGP00237	Oryza sativa	Khao Dawk Mai				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	756405846
SRR15401033	SAMN20692758	Plant sample from Oryza sativa	THRGP00235	Oryza sativa	Leu Baw Ming				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	265555304
SRR15401043	SAMN20692749	Plant sample from Oryza sativa	THRGP00226	Oryza sativa	Chaw Lahng Sahd				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	334128633
SRR15401044	SAMN20692748	Plant sample from Oryza sativa	THRGP00225	Oryza sativa	Nahng Gai				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	387237258
SRR15401049	SAMN20692546	Plant sample from Oryza sativa	THRGP00023	Oryza sativa	Leuang Yai 48				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	920484449
SRR15401051	SAMN20692742	Plant sample from Oryza sativa	THRGP00219	Oryza sativa	Niaw Dam				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	324603313
SRR15401053	SAMN20692740	Plant sample from Oryza sativa	THRGP00217	Oryza sativa	KDML 105				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	187428692
SRR15401066	SAMN20692728	Plant sample from Oryza sativa	THRGP00205	Oryza sativa	Zhenshan 97B				Thailand:Ubonratchatani,Ubon Ratchathani Rice Research Center (URRC)	ION_TORRENT	SINGLE	404940314
