run_accession	experiment_accession	sample_accession	study_accession	secondary_study_accession	instrument_platform	instrument_model	library_layout	library_strategy	library_source	read_count	base_count	center_name	first_public	country	sample_title	sample_alias	scientific_name	tax_id	fastq_ftp	fastq_bytes
ERR11778234	ERX11176903	SAMEA114006088	PRJEB64146	ERP149279	ILLUMINA	Illumina NovaSeq 6000	PAIRED	WGS	GENOMIC	156924704	23695630304	ITQB NOVA	2024-12-10	Portugal	rice_shoot_Caravela_ITQB	rs_Caravela_ITQB	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR117/034/ERR11778234/ERR11778234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR117/034/ERR11778234/ERR11778234_2.fastq.gz	5840435490;6358619303
ERR11778992	ERX11177595	SAMEA114006089	PRJEB64146	ERP149279	ILLUMINA	Illumina NovaSeq 6000	PAIRED	WGS	GENOMIC	149991624	22648735224	ITQB NOVA	2024-12-10	Portugal	rice_shoot_Carnaroli_ITQB	rs_Carnaroli_ITQB	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR117/092/ERR11778992/ERR11778992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR117/092/ERR11778992/ERR11778992_2.fastq.gz	5748033253;6038600098
ERR11779370	ERX11177973	SAMEA114006091	PRJEB64146	ERP149279	ILLUMINA	Illumina NovaSeq 6000	PAIRED	WGS	GENOMIC	132574292	20018718092	ITQB NOVA	2024-12-10	Portugal	rice_shoot_Elettra_ITQB	rs_Elettra_ITQB	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR117/070/ERR11779370/ERR11779370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR117/070/ERR11779370/ERR11779370_2.fastq.gz	5307390460;5073795164
ERR11784529	ERX11183046	SAMEA114006095	PRJEB64146	ERP149279	ILLUMINA	Illumina NovaSeq 6000	PAIRED	WGS	GENOMIC	158076892	23869610692	ITQB NOVA	2024-12-10	Portugal	rice_shoot_JSendra_ITQB	rs_JSendra_ITQB	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR117/029/ERR11784529/ERR11784529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR117/029/ERR11784529/ERR11784529_2.fastq.gz	6337554370;5988108289
ERR11784649	ERX11183166	SAMEA114006096	PRJEB64146	ERP149279	ILLUMINA	Illumina NovaSeq 6000	PAIRED	WGS	GENOMIC	148248554	22385531654	ITQB NOVA	2024-12-10	Portugal	rice_shoot_Lusitano_ITQB	rs_Lusitano_ITQB	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR117/049/ERR11784649/ERR11784649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR117/049/ERR11784649/ERR11784649_2.fastq.gz	6017720014;5618390382
ERR11788330	ERX11186798	SAMEA114006100	PRJEB64146	ERP149279	ILLUMINA	Illumina NovaSeq 6000	PAIRED	WGS	GENOMIC	157965828	23852840028	ITQB NOVA	2024-12-10	Portugal	rice_shoot_SuperBasmati_ITQB	rs_SuperBasmati_ITQB	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR117/030/ERR11788330/ERR11788330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR117/030/ERR11788330/ERR11788330_2.fastq.gz	6091537355;5869829166
ERR11838732	ERX11236855	SAMEA112646987	PRJEB59090	ERP144157	ILLUMINA	Illumina HiSeq 2500	PAIRED	WGS	GENOMIC	313418320	31341832000	National Center for Gene Research;Chinese Academy of Sciences;NCGR	2023-08-19		NIP	NIP	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR118/032/ERR11838732/ERR11838732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR118/032/ERR11838732/ERR11838732_2.fastq.gz	15550879591;15255460069
ERR12302763	ERX11679733	SAMEA114633137	PRJEB70241	ERP155180	ILLUMINA	Illumina NovaSeq 6000	PAIRED	WGS	GENOMIC	137731336	20659700400	Indian Biological Data Centre;Pallavi Sinha;International Rice Research Institute	2024-01-24	India	Whole genome resequencing of Indian rice germplasm	SAMIN0003765-Whole genome resequencing of Indian rice germplasm	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/063/ERR12302763/ERR12302763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/063/ERR12302763/ERR12302763_2.fastq.gz	5421299775;5193920880
ERR12304009	ERX11680955	SAMEA114638537	PRJEB70241	ERP155180	ILLUMINA	Illumina NovaSeq 6000	PAIRED	WGS	GENOMIC	117390332	17608549800	Indian Biological Data Centre;Pallavi Sinha;International Rice Research Institute	2024-01-26	India	Whole genome resequencing of Indian rice germplasm	SAMIN0004119-Whole genome resequencing of Indian rice germplasm	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/009/ERR12304009/ERR12304009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/009/ERR12304009/ERR12304009_2.fastq.gz	4599775423;4456034089
ERR12421775	ERX11798133	SAMEA115096206	PRJEB71716	ERP156500	ILLUMINA	Illumina NovaSeq X	PAIRED	WGS	GENOMIC	4299332	644899800	Biotechnology and Nanotechnology Research Centre, MARDI	2024-02-29	Malaysia	Whole genome resequencing of landrace rice accessions with opposing response to salinity stress	rice_MY	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR124/075/ERR12421775/ERR12421775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR124/075/ERR12421775/ERR12421775_2.fastq.gz	130452076;134446944
ERR12421782	ERX11798140	SAMEA115096206	PRJEB71716	ERP156500	ILLUMINA	Illumina NovaSeq X	PAIRED	WGS	GENOMIC	6483818	972572700	Biotechnology and Nanotechnology Research Centre, MARDI	2024-02-29	Malaysia	Whole genome resequencing of landrace rice accessions with opposing response to salinity stress	rice_MY	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR124/082/ERR12421782/ERR12421782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR124/082/ERR12421782/ERR12421782_2.fastq.gz	200799465;205114933
ERR13336044	ERX12707010	SAMEA115396719	PRJEB73710	ERP158450	OXFORD_NANOPORE	PromethION	SINGLE	WGS	GENOMIC	2585081	41879122414	National Center for Gene Research;Chinese Academy of Sciences;NCGR	2025-02-17		GP635 ONT whole-genome sequencing	Rice GP635	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/044/ERR13336044/ERR13336044.fastq.gz	43133429417
ERR13336063	ERX12707029	SAMEA115396721	PRJEB73710	ERP158450	PACBIO_SMRT	Sequel II	SINGLE	WGS	GENOMIC	500061	6814969371	National Center for Gene Research;Chinese Academy of Sciences;NCGR	2025-02-17		HP436 HiFi whole-genome sequencing	Rice HP436	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/063/ERR13336063/ERR13336063.fastq.gz	5374332469
ERR13765490	ERX13166662	SAMEA115396708	PRJEB73710	ERP158450	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	GENOMIC	64661690	6466169000	National Center for Gene Research;Chinese Academy of Sciences;NCGR	2025-02-17		534M HiFi whole-genome sequencing	Rice 534M	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/090/ERR13765490/ERR13765490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/090/ERR13765490/ERR13765490_2.fastq.gz	1889697037;2050451298
ERR13765494	ERX13166666	SAMEA115396712	PRJEB73710	ERP158450	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	GENOMIC	64661690	9660170482	National Center for Gene Research;Chinese Academy of Sciences;NCGR	2025-02-17		GP119 ONT whole-genome sequencing	Rice GP119	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/094/ERR13765494/ERR13765494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/094/ERR13765494/ERR13765494_2.fastq.gz	2922566429;3445203839
ERR13765495	ERX13166667	SAMEA115396713	PRJEB73710	ERP158450	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	GENOMIC	64661690	9699253500	National Center for Gene Research;Chinese Academy of Sciences;NCGR	2025-02-17		GP505 HiFi whole-genome sequencing	Rice GP505	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/095/ERR13765495/ERR13765495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/095/ERR13765495/ERR13765495_2.fastq.gz	3028366010;3485578290
ERR13765501	ERX13166673	SAMEA115396719	PRJEB73710	ERP158450	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	GENOMIC	64661690	9651316462	National Center for Gene Research;Chinese Academy of Sciences;NCGR	2025-02-17		GP635 ONT whole-genome sequencing	Rice GP635	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/001/ERR13765501/ERR13765501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/001/ERR13765501/ERR13765501_2.fastq.gz	2977607802;3503370296
ERR14166140	ERX13568645	SAMEA117477701	PRJEB81107	ERP164963	OXFORD_NANOPORE	MinION	SINGLE	WGS	GENOMIC	0	0	Institut de recherche pour le developpement;IRD	2025-01-21	France	IUPLR17	IUPLR17	Oryza sativa	4530		
ERR15464719	ERX14868615	SAMEA119579606	PRJEB96009	ERP178760	ILLUMINA	Illumina NovaSeq 6000	PAIRED	WGS	GENOMIC	78754664	11813199600	Biotechnology and Nanotechnology Research Centre, MARDI	2025-08-23	Malaysia	WR3	weedy rice_WR3	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/019/ERR15464719/ERR15464719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/019/ERR15464719/ERR15464719_2.fastq.gz	2784900482;2873644739
ERR15464727	ERX14868623	SAMEA119579610	PRJEB96009	ERP178760	ILLUMINA	Illumina NovaSeq 6000	PAIRED	WGS	GENOMIC	5335082	800262300	Biotechnology and Nanotechnology Research Centre, MARDI	2025-08-23	Malaysia	WR10	weedy rice_WR10	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/027/ERR15464727/ERR15464727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/027/ERR15464727/ERR15464727_2.fastq.gz	186138485;191897555
ERR15464731	ERX14868627	SAMEA119579612	PRJEB96009	ERP178760	ILLUMINA	Illumina NovaSeq 6000	PAIRED	WGS	GENOMIC	71680332	10752049800	Biotechnology and Nanotechnology Research Centre, MARDI	2025-08-23	Malaysia	WR11_3	weedy rice_WR11_3	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/031/ERR15464731/ERR15464731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/031/ERR15464731/ERR15464731_2.fastq.gz	2679315486;2746124597
ERR16653660	ERX16043935	SAMEA121248658	PRJEB106384	ERP187454	ILLUMINA	Illumina NovaSeq 6000	PAIRED	WGS	GENOMIC	76417796	11462669400	Biotechnology and Nanotechnology Research Centre, MARDI	2026-02-04	Malaysia	PM	rice_PM	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/060/ERR16653660/ERR16653660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/060/ERR16653660/ERR16653660_2.fastq.gz	2731385150;2850976730
ERR16655453	ERX16045825	SAMEA121259635	PRJEB106384	ERP187454	ILLUMINA	Illumina NovaSeq 6000	PAIRED	WGS	GENOMIC	91308234	13696235100	Biotechnology and Nanotechnology Research Centre, MARDI	2026-02-05	Malaysia	Q74	rice_Q74	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/053/ERR16655453/ERR16655453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/053/ERR16655453/ERR16655453_2.fastq.gz	3343665702;3516013702
ERR7059872	ERX6628818	SAMEA9996610	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	570294	85544100	Shanghai Normal University	2024-07-18		N1-10-13B	N1-10-13B	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/002/ERR7059872/ERR7059872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/002/ERR7059872/ERR7059872_2.fastq.gz	26669361;25309729
ERR7059875	ERX6628821	SAMEA9996613	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	796242	119436300	Shanghai Normal University	2024-07-18		N1-10-13E	N1-10-13E	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/005/ERR7059875/ERR7059875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/005/ERR7059875/ERR7059875_2.fastq.gz	36839192;35109168
ERR7059878	ERX6628824	SAMEA9996616	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	548334	82250100	Shanghai Normal University	2024-07-18		N1-10-14C	N1-10-14C	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/008/ERR7059878/ERR7059878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/008/ERR7059878/ERR7059878_2.fastq.gz	25088760;23807179
ERR7059887	ERX6628833	SAMEA9996625	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	2894294	434144100	Shanghai Normal University	2024-07-18		N1-10-16D	N1-10-16D	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/007/ERR7059887/ERR7059887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/007/ERR7059887/ERR7059887_2.fastq.gz	136343198;129824432
ERR7059889	ERX6628835	SAMEA9996627	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	1844336	276650400	Shanghai Normal University	2024-07-18		N1-10-17A	N1-10-17A	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/009/ERR7059889/ERR7059889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/009/ERR7059889/ERR7059889_2.fastq.gz	86844179;83414177
ERR7059891	ERX6628837	SAMEA9996629	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	2543090	381463500	Shanghai Normal University	2024-07-18		N1-10-17C	N1-10-17C	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/001/ERR7059891/ERR7059891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/001/ERR7059891/ERR7059891_2.fastq.gz	120194697;115473497
ERR7059892	ERX6628838	SAMEA9996630	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	3300072	495010800	Shanghai Normal University	2024-07-18		N1-10-17D	N1-10-17D	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/002/ERR7059892/ERR7059892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/002/ERR7059892/ERR7059892_2.fastq.gz	156101974;150069103
ERR7059893	ERX6628839	SAMEA9996631	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	1941218	291182700	Shanghai Normal University	2024-07-18		N1-10-17E	N1-10-17E	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/003/ERR7059893/ERR7059893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/003/ERR7059893/ERR7059893_2.fastq.gz	92002889;88014465
ERR7059894	ERX6628840	SAMEA9996632	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	2193946	329091900	Shanghai Normal University	2024-07-18		N1-10-18A	N1-10-18A	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/004/ERR7059894/ERR7059894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/004/ERR7059894/ERR7059894_2.fastq.gz	104413838;99623077
ERR7059895	ERX6628841	SAMEA9996633	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	1662308	249346200	Shanghai Normal University	2024-07-18		N1-10-18B	N1-10-18B	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/005/ERR7059895/ERR7059895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/005/ERR7059895/ERR7059895_2.fastq.gz	79637457;73985878
ERR7059902	ERX6628848	SAMEA9996640	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	2522732	378409800	Shanghai Normal University	2024-07-18		N1-10-20D	N1-10-20D	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/002/ERR7059902/ERR7059902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/002/ERR7059902/ERR7059902_2.fastq.gz	119717952;113063822
ERR7059903	ERX6628849	SAMEA9996641	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	2260728	339109200	Shanghai Normal University	2024-07-18		N1-10-20E	N1-10-20E	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/003/ERR7059903/ERR7059903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/003/ERR7059903/ERR7059903_2.fastq.gz	107482803;101998896
ERR7059909	ERX6628855	SAMEA9996647	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	2671864	400779600	Shanghai Normal University	2024-07-18		N1-10-23B	N1-10-23B	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/009/ERR7059909/ERR7059909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/009/ERR7059909/ERR7059909_2.fastq.gz	126705484;120785604
ERR7059910	ERX6628856	SAMEA9996648	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	2187360	328104000	Shanghai Normal University	2024-07-18		N1-10-23C	N1-10-23C	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/000/ERR7059910/ERR7059910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/000/ERR7059910/ERR7059910_2.fastq.gz	103284217;97904074
ERR7059919	ERX6628865	SAMEA9996657	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	1819334	272900100	Shanghai Normal University	2024-07-18		N1-10-26C	N1-10-26C	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/009/ERR7059919/ERR7059919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/009/ERR7059919/ERR7059919_2.fastq.gz	86221569;82456106
ERR7059920	ERX6628866	SAMEA9996658	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	2306296	345944400	Shanghai Normal University	2024-07-18		N1-10-26D	N1-10-26D	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/000/ERR7059920/ERR7059920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/000/ERR7059920/ERR7059920_2.fastq.gz	108502323;103173770
ERR7059939	ERX6628885	SAMEA9996677	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	2350332	352549800	Shanghai Normal University	2024-07-18		N1-10-30A	N1-10-30A	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/009/ERR7059939/ERR7059939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/009/ERR7059939/ERR7059939_2.fastq.gz	111293365;107107273
ERR7059946	ERX6628892	SAMEA9996684	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	2759950	413992500	Shanghai Normal University	2024-07-18		N1-10-31E	N1-10-31E	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/006/ERR7059946/ERR7059946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/006/ERR7059946/ERR7059946_2.fastq.gz	130262823;124507072
ERR7059947	ERX6628893	SAMEA9996685	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	2408032	361204800	Shanghai Normal University	2024-07-18		N1-10-32B	N1-10-32B	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/007/ERR7059947/ERR7059947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/007/ERR7059947/ERR7059947_2.fastq.gz	113733425;108547158
ERR7059953	ERX6628899	SAMEA9996691	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	2734112	410116800	Shanghai Normal University	2024-07-18		N1-10-33C	N1-10-33C	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/003/ERR7059953/ERR7059953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/003/ERR7059953/ERR7059953_2.fastq.gz	129414905;123000064
ERR7059958	ERX6628904	SAMEA9996696	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	1549852	232477800	Shanghai Normal University	2024-07-18		N1-10-34C	N1-10-34C	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/008/ERR7059958/ERR7059958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/008/ERR7059958/ERR7059958_2.fastq.gz	73876177;69616205
ERR7059963	ERX6628909	SAMEA9996701	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	2758348	413752200	Shanghai Normal University	2024-07-18		N1-10-35E	N1-10-35E	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/003/ERR7059963/ERR7059963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/003/ERR7059963/ERR7059963_2.fastq.gz	129456579;122584796
ERR7059966	ERX6628912	SAMEA9996704	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	2229622	334443300	Shanghai Normal University	2024-07-18		N1-10-36D	N1-10-36D	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/006/ERR7059966/ERR7059966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/006/ERR7059966/ERR7059966_2.fastq.gz	105066131;100443068
ERR7059969	ERX6628915	SAMEA9996707	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	1524598	228689700	Shanghai Normal University	2024-07-18		N1-10-37B	N1-10-37B	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/009/ERR7059969/ERR7059969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/009/ERR7059969/ERR7059969_2.fastq.gz	70871111;66918835
ERR7059972	ERX6628918	SAMEA9996710	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	1599674	239951100	Shanghai Normal University	2024-07-18		N1-10-38B	N1-10-38B	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/002/ERR7059972/ERR7059972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/002/ERR7059972/ERR7059972_2.fastq.gz	75669194;69794329
ERR7059977	ERX6628923	SAMEA9996715	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	1648962	247344300	Shanghai Normal University	2024-07-18		N1-10-39C	N1-10-39C	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/007/ERR7059977/ERR7059977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/007/ERR7059977/ERR7059977_2.fastq.gz	77313375;73283134
ERR7059982	ERX6628928	SAMEA9996720	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	675592	101338800	Shanghai Normal University	2024-07-18		N1-10-3D	N1-10-3D	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/002/ERR7059982/ERR7059982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/002/ERR7059982/ERR7059982_2.fastq.gz	31397467;29790523
ERR7059983	ERX6628929	SAMEA9996721	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	1583584	237537600	Shanghai Normal University	2024-07-18		N1-10-40A	N1-10-40A	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/003/ERR7059983/ERR7059983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/003/ERR7059983/ERR7059983_2.fastq.gz	72707720;68014028
ERR7059985	ERX6628931	SAMEA9996723	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	1279398	191909700	Shanghai Normal University	2024-07-18		N1-10-40C	N1-10-40C	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/005/ERR7059985/ERR7059985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/005/ERR7059985/ERR7059985_2.fastq.gz	59884747;56413228
ERR7059986	ERX6628932	SAMEA9996724	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	571030	85654500	Shanghai Normal University	2024-07-18		N1-10-40E	N1-10-40E	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/006/ERR7059986/ERR7059986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/006/ERR7059986/ERR7059986_2.fastq.gz	26162860;24485370
ERR7059989	ERX6628935	SAMEA9996727	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	1725084	258762600	Shanghai Normal University	2024-07-18		N1-10-41E	N1-10-41E	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/009/ERR7059989/ERR7059989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/009/ERR7059989/ERR7059989_2.fastq.gz	80667558;76022090
ERR7059991	ERX6628937	SAMEA9996729	PRJEB45851	ERP130014	ILLUMINA	HiSeq X Ten	PAIRED	WGS	GENOMIC	1443932	216589800	Shanghai Normal University	2024-07-18		N1-10-42D	N1-10-42D	Oryza sativa	4530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/001/ERR7059991/ERR7059991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR705/001/ERR7059991/ERR7059991_2.fastq.gz	67271477;63591807
