sample_id	variety_name	variety_alias	species	subspecies	accession	BioProject	BioSample	SRA_accession	ENA_accession	publication	country	population	cultivar_or_landrace	sequencing_platform	read_length	paired_or_single	estimated_depth	reference_genome	data_source	download_status	qc_status	name_source	name_quality	source_db	instrument_model	base_count	fastq_ftp	fastq_bytes	sample_title	study_title	sample_alias	center_name	first_public
ERR10368526			Oryza sativa	indica	ERR10368526	PRJEB56693	SAMEA111468818		ERR10368526				cultivar	ILLUMINA	98.3	PAIRED	50.936	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina HiSeq 1000	19100993698	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/026/ERR10368526/ERR10368526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/026/ERR10368526/ERR10368526_2.fastq.gz	8634545907;8650603407	IR64	The study involves sequencing the whole genome of five indica rice varieties namely, Nagina22, IR64, Anjali, Vandana and Pusa Basmati1. Paired-end genomic libraries were prepared and sequenced using Illumina platform and assembled to find sequence variations between these varieties and the japonica Nipponbare genomic sequence.	SAMIN0000058-IR64	Indian Biological Data Centre;Saurabh Raghuvanshi;University of Delhi South Campus	2023-09-30
ERR10368529	SAMIN0000071-indica		Oryza sativa	indica	ERR10368529	PRJEB56693	SAMEA111468912		ERR10368529				cultivar	ILLUMINA	97.9	PAIRED	55.468	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	derived:alias	caveat	ENA	Illumina HiSeq 1000	20800588947	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/029/ERR10368529/ERR10368529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/029/ERR10368529/ERR10368529_2.fastq.gz	8143483738;8076587644	indica cultivar Anjali	The study involves sequencing the whole genome of five indica rice varieties namely, Nagina22, IR64, Anjali, Vandana and Pusa Basmati1. Paired-end genomic libraries were prepared and sequenced using Illumina platform and assembled to find sequence variations between these varieties and the japonica Nipponbare genomic sequence.	SAMIN0000071-indica cultivar Anjali	Indian Biological Data Centre;Saurabh Raghuvanshi;University of Delhi South Campus	2023-09-30
ERR10906856		HGE-Bulk- Basmati 370 X Pusa Basmati 1121|HGE-Bulk- Basmati 370 X Pusa Basmati 1121	Oryza sativa		ERR10906856	PRJEB60058	SAMEA112657700		ERR10906856					ILLUMINA	161.0	PAIRED	97.11	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina HiSeq 4000	36416063208	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/056/ERR10906856/ERR10906856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/056/ERR10906856/ERR10906856_2.fastq.gz	9034285180;8682879074	High Grain Elongation	Molecular Mapping of QTLs Associated with Grain Elongation in Basmati Rice was undertaken to identify QTLs associated with grain elongation in basmati rice using BSA and whole genome sequencing based on F2 population derived from self pollinated F1 plants generated from a cross between Basmati 370 and Pusa Basmati 1121. The identified QTLs associated with grain elongation can be further used in basmati rice breeding programmes for grain elongation. To identify the QTLs associated with grain elongation the following objectives were designed i. To accomplish morphological analysis for grain elongation along with the development of genotypic pools to carry out bulked segregant analysis in basmati rice ii. To identify genomic regions associated with grain elongation using BSA-sequencing and iii. To validate the identified QTLs associated with the grain elongation in basmati rice.	SAMIN0000656-High Grain Elongation	Indian Biological Data Centre;R K Salgotra	2023-11-30
ERR11777755	Albatros		Oryza sativa		ERR11777755	PRJEB64146	SAMEA114006083		ERR11777755	[?] | doi:10.1038/s41598-025-23999-5 | PMID:41249292 | 2025 | Whole-genome polymorphisms and relatedness of rice varieties circulating in the Mediterranean market	Portugal	variety	cultivar	ILLUMINA	151.0	PAIRED	69.331	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:lineage_name	good	ENA	Illumina NovaSeq 6000	25999099668	ftp.sra.ebi.ac.uk/vol1/fastq/ERR117/055/ERR11777755/ERR11777755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR117/055/ERR11777755/ERR11777755_2.fastq.gz	6513067417;6903847712	rice_shoot_Albatros_ITQB	TRACE-RICE_Genomic_data_rice_variety_authentication	rs_Albatros_ITQB	ITQB NOVA	2024-12-10
ERR11777858	Ariete		Oryza sativa		ERR11777858	PRJEB64146	SAMEA114006086		ERR11777858	[?] | doi:10.1038/s41598-025-23999-5 | PMID:41249292 | 2025 | Whole-genome polymorphisms and relatedness of rice varieties circulating in the Mediterranean market	Portugal	variety	cultivar	ILLUMINA	151.0	PAIRED	63.072	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:lineage_name	good	ENA	Illumina NovaSeq 6000	23652148042	ftp.sra.ebi.ac.uk/vol1/fastq/ERR117/058/ERR11777858/ERR11777858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR117/058/ERR11777858/ERR11777858_2.fastq.gz	6356740091;5842736577	rice_shoot_Ariete_ITQB	TRACE-RICE_Genomic_data_rice_variety_authentication	rs_Ariete_ITQB	ITQB NOVA	2024-12-10
ERR11783914	Giza181		Oryza sativa		ERR11783914	PRJEB64146	SAMEA114006094		ERR11783914	[?] | doi:10.1038/s41598-025-23999-5 | PMID:41249292 | 2025 | Whole-genome polymorphisms and relatedness of rice varieties circulating in the Mediterranean market	Portugal	variety	cultivar	ILLUMINA	151.0	PAIRED	61.119	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:lineage_name	good	ENA	Illumina NovaSeq 6000	22919671504	ftp.sra.ebi.ac.uk/vol1/fastq/ERR117/014/ERR11783914/ERR11783914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR117/014/ERR11783914/ERR11783914_2.fastq.gz	6245042050;5675724767	rice_shoot_Giza181_ITQB	TRACE-RICE_Genomic_data_rice_variety_authentication	rs_Giza181_ITQB	ITQB NOVA	2024-12-10
ERR11789060	Teti		Oryza sativa		ERR11789060	PRJEB64146	SAMEA114006101		ERR11789060	[?] | doi:10.1038/s41598-025-23999-5 | PMID:41249292 | 2025 | Whole-genome polymorphisms and relatedness of rice varieties circulating in the Mediterranean market	Portugal	variety	cultivar	ILLUMINA	151.0	PAIRED	69.474	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:lineage_name	good	ENA	Illumina NovaSeq 6000	26052778658	ftp.sra.ebi.ac.uk/vol1/fastq/ERR117/060/ERR11789060/ERR11789060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR117/060/ERR11789060/ERR11789060_2.fastq.gz	6493637694;6931593124	rice_shoot_Teti_ITQB	TRACE-RICE_Genomic_data_rice_variety_authentication	rs_Teti_ITQB	ITQB NOVA	2024-12-10
ERR12305487			Oryza sativa		ERR12305487	PRJEB70241	SAMEA114639801		ERR12305487		India		landrace	ILLUMINA	150.0	PAIRED	28.372	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina NovaSeq 6000	10639420800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/087/ERR12305487/ERR12305487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/087/ERR12305487/ERR12305487_2.fastq.gz	2535649916;2634399067	Whole genome resequencing of Indian rice germplasm	Development of superior haplotype based near isogenic lines HaploNILs for enhanced genetic gain in rice	SAMIN0004125-Whole genome resequencing of Indian rice germplasm	Indian Biological Data Centre;Pallavi Sinha;International Rice Research Institute	2024-01-24
ERR12305493			Oryza sativa		ERR12305493	PRJEB70241	SAMEA114639799		ERR12305493		India		landrace	ILLUMINA	150.0	PAIRED	27.937	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina NovaSeq 6000	10476415800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/093/ERR12305493/ERR12305493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/093/ERR12305493/ERR12305493_2.fastq.gz	2560716786;2494872949	Whole genome resequencing of Indian rice germplasm	Development of superior haplotype based near isogenic lines HaploNILs for enhanced genetic gain in rice	SAMIN0004122-Whole genome resequencing of Indian rice germplasm	Indian Biological Data Centre;Pallavi Sinha;International Rice Research Institute	2024-01-24
ERR12421769			Oryza sativa		ERR12421769	PRJEB71716	SAMEA115096206		ERR12421769		Malaysia		landrace	ILLUMINA	150.0	PAIRED	5.696	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina NovaSeq X	2135911200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR124/069/ERR12421769/ERR12421769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR124/069/ERR12421769/ERR12421769_2.fastq.gz	474791998;460058785	Whole genome resequencing of landrace rice accessions with opposing response to salinity stress	Whole Genome Re-sequencing of selected rice accession with contrast responses to salinity stress	rice_MY	Biotechnology and Nanotechnology Research Centre, MARDI	2024-02-29
ERR13336045			Oryza sativa		ERR13336045	PRJEB73710	SAMEA115396720		ERR13336045	[PARTIAL] | doi:10.1038/s41586-025-08883-6 | PMID:40240605 | 2025 | A pangenome reference of wild and cultivated rice.	not provided		cultivar	OXFORD_NANOPORE	17828.0	SINGLE	136.358	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	PromethION	51134433599	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/045/ERR13336045/ERR13336045.fastq.gz	52777313761	GP680 ONT whole-genome sequencing	A pangenome reference of wild and cultivated rice	Rice GP680	National Center for Gene Research;Chinese Academy of Sciences;NCGR	2025-02-17
ERR13336058			Oryza sativa		ERR13336058	PRJEB73710	SAMEA115396710		ERR13336058	[PARTIAL] | doi:10.1038/s41586-025-08883-6 | PMID:40240605 | 2025 | A pangenome reference of wild and cultivated rice.	not provided		cultivar	PACBIO_SMRT	14527.8	SINGLE	35.699	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Sequel II	13387251588	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/058/ERR13336058/ERR13336058.fastq.gz	11627179690	GP100 HiFi whole-genome sequencing	A pangenome reference of wild and cultivated rice	Rice GP100	National Center for Gene Research;Chinese Academy of Sciences;NCGR	2025-02-17
ERR13336060			Oryza sativa		ERR13336060	PRJEB73710	SAMEA115396713		ERR13336060	[PARTIAL] | doi:10.1038/s41586-025-08883-6 | PMID:40240605 | 2025 | A pangenome reference of wild and cultivated rice.	not provided		cultivar	PACBIO_SMRT	13403.5	SINGLE	18.565	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Sequel II	6961697145	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/060/ERR13336060/ERR13336060.fastq.gz	5489941941	GP505 HiFi whole-genome sequencing	A pangenome reference of wild and cultivated rice	Rice GP505	National Center for Gene Research;Chinese Academy of Sciences;NCGR	2025-02-17
ERR13336062			Oryza sativa		ERR13336062	PRJEB73710	SAMEA115396717		ERR13336062	[PARTIAL] | doi:10.1038/s41586-025-08883-6 | PMID:40240605 | 2025 | A pangenome reference of wild and cultivated rice.	not provided		cultivar	PACBIO_SMRT	14514.9	SINGLE	46.471	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Sequel II	17426789979	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/062/ERR13336062/ERR13336062.fastq.gz	14631259185	GP58 HiFi whole-genome sequencing	A pangenome reference of wild and cultivated rice	Rice GP58	National Center for Gene Research;Chinese Academy of Sciences;NCGR	2025-02-17
ERR13765491			Oryza sativa		ERR13765491	PRJEB73710	SAMEA115396709		ERR13765491	[PARTIAL] | doi:10.1038/s41586-025-08883-6 | PMID:40240605 | 2025 | A pangenome reference of wild and cultivated rice.	not provided		cultivar	ILLUMINA	100.0	PAIRED	17.243	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina HiSeq 4000	6466169000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/091/ERR13765491/ERR13765491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/091/ERR13765491/ERR13765491_2.fastq.gz	3011026705;2877117865	Gla4 HiFi whole-genome sequencing	A pangenome reference of wild and cultivated rice	Rice Gla4	National Center for Gene Research;Chinese Academy of Sciences;NCGR	2025-02-17
ERR13765502			Oryza sativa		ERR13765502	PRJEB73710	SAMEA115396720		ERR13765502	[PARTIAL] | doi:10.1038/s41586-025-08883-6 | PMID:40240605 | 2025 | A pangenome reference of wild and cultivated rice.	not provided		cultivar	ILLUMINA	149.5	PAIRED	25.77	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina HiSeq 4000	9663747560	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/002/ERR13765502/ERR13765502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/002/ERR13765502/ERR13765502_2.fastq.gz	2923084234;3444321934	GP680 ONT whole-genome sequencing	A pangenome reference of wild and cultivated rice	Rice GP680	National Center for Gene Research;Chinese Academy of Sciences;NCGR	2025-02-17
ERR15464722			Oryza sativa		ERR15464722	PRJEB96009	SAMEA119579607		ERR15464722		Malaysia			ILLUMINA	150.0	PAIRED	32.597	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina NovaSeq 6000	12224059200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/022/ERR15464722/ERR15464722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/022/ERR15464722/ERR15464722_2.fastq.gz	2917743272;3048194326	WR4	Whole genome sequencing of weedy rice variants from Peninsular Malaysia	weedy rice_WR4	Biotechnology and Nanotechnology Research Centre, MARDI	2025-08-23
ERR15464724			Oryza sativa		ERR15464724	PRJEB96009	SAMEA119579609		ERR15464724		Malaysia			ILLUMINA	150.0	PAIRED	29.876	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina NovaSeq 6000	11203575000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/024/ERR15464724/ERR15464724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/024/ERR15464724/ERR15464724_2.fastq.gz	2630582403;2703959030	WR9	Whole genome sequencing of weedy rice variants from Peninsular Malaysia	weedy rice_WR9	Biotechnology and Nanotechnology Research Centre, MARDI	2025-08-23
ERR15464729			Oryza sativa		ERR15464729	PRJEB96009	SAMEA119579611		ERR15464729		Malaysia			ILLUMINA	150.0	PAIRED	6.859	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina NovaSeq 6000	2572070700	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/029/ERR15464729/ERR15464729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/029/ERR15464729/ERR15464729_2.fastq.gz	600420490;630526804	WR11_1	Whole genome sequencing of weedy rice variants from Peninsular Malaysia	weedy rice_WR11_1	Biotechnology and Nanotechnology Research Centre, MARDI	2025-08-23
ERR15464733			Oryza sativa		ERR15464733	PRJEB96009	SAMEA119579614		ERR15464733		Malaysia			ILLUMINA	150.0	PAIRED	35.451	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina NovaSeq 6000	13294253100	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/033/ERR15464733/ERR15464733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/033/ERR15464733/ERR15464733_2.fastq.gz	3123050855;3246362643	WR16	Whole genome sequencing of weedy rice variants from Peninsular Malaysia	weedy rice_WR16	Biotechnology and Nanotechnology Research Centre, MARDI	2025-08-23
ERR16125151			Oryza sativa		ERR16125151	PRJEB106384	SAMEA120968530		ERR16125151		Malaysia			ILLUMINA	150.0	PAIRED	38.368	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina NovaSeq 6000	14387893500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR161/051/ERR16125151/ERR16125151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR161/051/ERR16125151/ERR16125151_2.fastq.gz	4083479795;4775702494	Q76	Whole genome sequencing of 13 Malaysian rice varieties with with different amylose content categories.	AC_Q76	Biotechnology and Nanotechnology Research Centre, MARDI	2026-02-06
ERR16653658			Oryza sativa		ERR16653658	PRJEB106384	SAMEA121248656		ERR16653658		Malaysia			ILLUMINA	96.2	PAIRED	14.172	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina NovaSeq 6000	5314539830	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/058/ERR16653658/ERR16653658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/058/ERR16653658/ERR16653658_2.fastq.gz	1889338560;1887912615	PS	Whole genome sequencing of 13 Malaysian rice varieties with with different amylose content categories.	rice_PS	Biotechnology and Nanotechnology Research Centre, MARDI	2026-02-04
ERR16653661			Oryza sativa		ERR16653661	PRJEB106384	SAMEA121248659		ERR16653661		Malaysia			ILLUMINA	150.0	PAIRED	31.693	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina NovaSeq 6000	11884837800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/061/ERR16653661/ERR16653661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/061/ERR16653661/ERR16653661_2.fastq.gz	2902453535;3024103332	MR1032	Whole genome sequencing of 13 Malaysian rice varieties with with different amylose content categories.	rice_MR1032	Biotechnology and Nanotechnology Research Centre, MARDI	2026-02-04
ERR16653663			Oryza sativa		ERR16653663	PRJEB106384	SAMEA121248661		ERR16653663		Malaysia			ILLUMINA	96.0	PAIRED	14.129	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina NovaSeq 6000	5298403712	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/063/ERR16653663/ERR16653663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/063/ERR16653663/ERR16653663_2.fastq.gz	1887419555;1885487573	MR127	Whole genome sequencing of 13 Malaysian rice varieties with with different amylose content categories.	rice_MR127	Biotechnology and Nanotechnology Research Centre, MARDI	2026-02-04
ERR16655450			Oryza sativa		ERR16655450	PRJEB106384	SAMEA121259632		ERR16655450		Malaysia			ILLUMINA	150.0	PAIRED	40.806	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina NovaSeq 6000	15302353200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/050/ERR16655450/ERR16655450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/050/ERR16655450/ERR16655450_2.fastq.gz	3692919846;3851009021	KADARIA	Whole genome sequencing of 13 Malaysian rice varieties with with different amylose content categories.	rice_KADARIA	Biotechnology and Nanotechnology Research Centre, MARDI	2026-02-05
ERR8092929			Oryza sativa		ERR8092929	PRJEB50023	SAMEA12505024		ERR8092929				breeding_line	OXFORD_NANOPORE	13961.1	SINGLE	34.539	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	PromethION	12952128318	ftp.sra.ebi.ac.uk/vol1/fastq/ERR809/009/ERR8092929/ERR8092929.fastq.gz	13023819473	J7_1	iJAZ attacks fall armyworm in rice maize and cotton	J7_1	The Institute of Cotton Research of CAAS	2022-10-01
ERR8092930			Oryza sativa		ERR8092930	PRJEB50023	SAMEA12505022		ERR8092930				breeding_line	OXFORD_NANOPORE	18996.7	SINGLE	55.585	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	PromethION	20844272890	ftp.sra.ebi.ac.uk/vol1/fastq/ERR809/000/ERR8092930/ERR8092930.fastq.gz	20909717760	J7_2	iJAZ attacks fall armyworm in rice maize and cotton	J7_2	The Institute of Cotton Research of CAAS	2022-10-01
ERR833072			Oryza sativa		ERR833072	PRJEB8954	SAMEA3312838		ERR833072					ILLUMINA	202.0	PAIRED	38.599	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina HiSeq 2000	14474664510	ftp.sra.ebi.ac.uk/vol1/fastq/ERR833/ERR833072/ERR833072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR833/ERR833072/ERR833072_2.fastq.gz	6594102421;6625739089	Heugnam WGS	Pyrosequencing Analysis of Heugnam using Illumina HiSeq 2000	AL3-D	-	2016-03-31
ERR833073			Oryza sativa		ERR833073	PRJEB8955	SAMEA3312842		ERR833073					ILLUMINA	202.0	PAIRED	42.471	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina HiSeq 2000	15926656064	ftp.sra.ebi.ac.uk/vol1/fastq/ERR833/ERR833073/ERR833073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR833/ERR833073/ERR833073_2.fastq.gz	7116535568;7138739401	Josaengheug_chal WGS	Pyrosequencing Analysis of Josaengheug_chal using Illumina HiSeq 2000	BE1-D	-	2016-03-31
ERR833074			Oryza sativa		ERR833074	PRJEB8956	SAMEA3312843		ERR833074					ILLUMINA	202.0	PAIRED	40.743	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina HiSeq 2000	15278602492	ftp.sra.ebi.ac.uk/vol1/fastq/ERR833/ERR833074/ERR833074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR833/ERR833074/ERR833074_2.fastq.gz	6820045173;6849112250	Boseogheug_chal WGS	Pyrosequencing Analysis of Boseogheug_chal using Illumina HiSeq 2000	BM2-D	-	2016-03-31
ERR9885013			Oryza sativa		ERR9885013	PRJEB53225	SAMEA110192136		ERR9885013	[?] | doi:10.1038/s41588-023-01495-8 | PMID:37679493 | 2023 | Structure and function of rice hybrid genomes reveal genetic basis and optimal performance of hetero				ILLUMINA	150.0	PAIRED	38.303	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina NovaSeq 6000	14363748300	ftp.sra.ebi.ac.uk/vol1/fastq/ERR988/003/ERR9885013/ERR9885013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR988/003/ERR9885013/ERR9885013_2.fastq.gz	3581758133;3639140365	ZJM12_WGS	Structure and function of rice hybrid genomes reveal genetic basis and optimal performance of heterosis	ZJM12	National Center for Gene Research;Chinese Academy of Sciences;NCGR	2023-06-21
ERR9885016			Oryza sativa		ERR9885016	PRJEB53225	SAMEA110192145		ERR9885016	[?] | doi:10.1038/s41588-023-01495-8 | PMID:37679493 | 2023 | Structure and function of rice hybrid genomes reveal genetic basis and optimal performance of hetero				ILLUMINA	150.0	PAIRED	28.473	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina NovaSeq 6000	10677451800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR988/006/ERR9885016/ERR9885016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR988/006/ERR9885016/ERR9885016_2.fastq.gz	2652393303;2691871830	ZJM21_WGS	Structure and function of rice hybrid genomes reveal genetic basis and optimal performance of heterosis	ZJM21	National Center for Gene Research;Chinese Academy of Sciences;NCGR	2023-06-21
ERR9885034			Oryza sativa		ERR9885034	PRJEB53225	SAMEA110192182		ERR9885034	[?] | doi:10.1038/s41588-023-01495-8 | PMID:37679493 | 2023 | Structure and function of rice hybrid genomes reveal genetic basis and optimal performance of hetero				ILLUMINA	150.0	PAIRED	53.114	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina NovaSeq 6000	19917863400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR988/004/ERR9885034/ERR9885034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR988/004/ERR9885034/ERR9885034_2.fastq.gz	4946821501;5030398985	ZJM59_WGS	Structure and function of rice hybrid genomes reveal genetic basis and optimal performance of heterosis	ZJM59	National Center for Gene Research;Chinese Academy of Sciences;NCGR	2023-06-21
ERR9885040			Oryza sativa		ERR9885040	PRJEB53225	SAMEA110192195		ERR9885040	[?] | doi:10.1038/s41588-023-01495-8 | PMID:37679493 | 2023 | Structure and function of rice hybrid genomes reveal genetic basis and optimal performance of hetero				ILLUMINA	150.0	PAIRED	41.894	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina NovaSeq 6000	15710213700	ftp.sra.ebi.ac.uk/vol1/fastq/ERR988/000/ERR9885040/ERR9885040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR988/000/ERR9885040/ERR9885040_2.fastq.gz	3915633715;3995094018	ZJM73_WGS	Structure and function of rice hybrid genomes reveal genetic basis and optimal performance of heterosis	ZJM73	National Center for Gene Research;Chinese Academy of Sciences;NCGR	2023-06-21
ERR9885044			Oryza sativa		ERR9885044	PRJEB53225	SAMEA110192225		ERR9885044	[?] | doi:10.1038/s41588-023-01495-8 | PMID:37679493 | 2023 | Structure and function of rice hybrid genomes reveal genetic basis and optimal performance of hetero				ILLUMINA	150.0	PAIRED	31.619	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina NovaSeq 6000	11857224300	ftp.sra.ebi.ac.uk/vol1/fastq/ERR988/004/ERR9885044/ERR9885044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR988/004/ERR9885044/ERR9885044_2.fastq.gz	2973519695;3014848818	ZJM105_WGS	Structure and function of rice hybrid genomes reveal genetic basis and optimal performance of heterosis	ZJM105	National Center for Gene Research;Chinese Academy of Sciences;NCGR	2023-06-21
ERR9885047			Oryza sativa		ERR9885047	PRJEB53225	SAMEA110192247		ERR9885047	[?] | doi:10.1038/s41588-023-01495-8 | PMID:37679493 | 2023 | Structure and function of rice hybrid genomes reveal genetic basis and optimal performance of hetero				ILLUMINA	150.0	PAIRED	29.065	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina NovaSeq 6000	10899363600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR988/007/ERR9885047/ERR9885047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR988/007/ERR9885047/ERR9885047_2.fastq.gz	2721499413;2783689445	ZJM128_WGS	Structure and function of rice hybrid genomes reveal genetic basis and optimal performance of heterosis	ZJM128	National Center for Gene Research;Chinese Academy of Sciences;NCGR	2023-06-21
ERR9885060			Oryza sativa		ERR9885060	PRJEB53225	SAMEA110192143		ERR9885060	[?] | doi:10.1038/s41588-023-01495-8 | PMID:37679493 | 2023 | Structure and function of rice hybrid genomes reveal genetic basis and optimal performance of hetero				ILLUMINA	150.0	PAIRED	43.26	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending		unusable	ENA	Illumina NovaSeq 6000	16222620900	ftp.sra.ebi.ac.uk/vol1/fastq/ERR988/000/ERR9885060/ERR9885060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR988/000/ERR9885060/ERR9885060_2.fastq.gz	4054221733;4139091028	ZJM19_WGS	Structure and function of rice hybrid genomes reveal genetic basis and optimal performance of heterosis	ZJM19	National Center for Gene Research;Chinese Academy of Sciences;NCGR	2023-06-21
