sample_id	variety_name	variety_alias	species	subspecies	accession	BioProject	BioSample	SRA_accession	ENA_accession	publication	country	population	cultivar_or_landrace	sequencing_platform	read_length	paired_or_single	estimated_depth	reference_genome	data_source	download_status	qc_status	name_source	name_quality	source_db	instrument_model	base_count	fastq_ftp	fastq_bytes	sample_title	study_title	sample_alias	center_name	first_public
SRR12524240	S2876-S1-39-1-3		Oryza sativa		SRR12524240	PRJNA656900	SAMN15806703	SRR12524240		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:IRRI			ILLUMINA	300.0	PAIRED	24.319	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	good	NCBI_SRA	Illumina HiSeq 2000	9119469900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/040/SRR12524240/SRR12524240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/040/SRR12524240/SRR12524240_2.fastq.gz	2051874605;2149557081	S2876-S1-39-1-3	Whole genome resequencing data of Indica	S2876-S1-39-1-3	SUB7890175	2020-08-28
SRR12524242	RuanhuaA		Oryza sativa		SRR12524242	PRJNA656900	SAMN15806702	SRR12524242		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:Guangdong			ILLUMINA	300.0	PAIRED	18.653	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	good	NCBI_SRA	Illumina HiSeq 2000	6995017500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/042/SRR12524242/SRR12524242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/042/SRR12524242/SRR12524242_2.fastq.gz	1573983984;1636599807	RuanhuaA	Whole genome resequencing data of Indica	RuanhuaA	SUB7890175	2020-08-28
SRR12524245	Rong18A		Oryza sativa		SRR12524245	PRJNA656900	SAMN15806699	SRR12524245		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:Sichuan			ILLUMINA	300.0	PAIRED	18.486	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	good	NCBI_SRA	Illumina HiSeq 2000	6932355600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/045/SRR12524245/SRR12524245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/045/SRR12524245/SRR12524245_2.fastq.gz	1524285731;1605104890	Rong18A	Whole genome resequencing data of Indica	Rong18A	SUB7890175	2020-08-28
SRR12524251	R9516		Oryza sativa		SRR12524251	PRJNA656900	SAMN15806693	SRR12524251		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:Hunan			ILLUMINA	300.0	PAIRED	17.031	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	NCBI_SRA	Illumina HiSeq 2000	6386744100	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/051/SRR12524251/SRR12524251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/051/SRR12524251/SRR12524251_2.fastq.gz	1486016999;1580266942	R9516	Whole genome resequencing data of Indica	R9516	SUB7890175	2020-08-28
SRR12524254	R8387		Oryza sativa		SRR12524254	PRJNA656900	SAMN15806691	SRR12524254		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:Hunan			ILLUMINA	300.0	PAIRED	21.067	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	NCBI_SRA	Illumina HiSeq 2000	7900248000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/054/SRR12524254/SRR12524254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/054/SRR12524254/SRR12524254_2.fastq.gz	1815302668;1903976350	R8387	Whole genome resequencing data of Indica	R8387	SUB7890175	2020-08-28
SRR12524264	033S		Oryza sativa		SRR12524264	PRJNA656900	SAMN15805891	SRR12524264		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:Anhui			ILLUMINA	300.0	PAIRED	16.822	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	good	NCBI_SRA	Illumina HiSeq 2000	6308132700	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/064/SRR12524264/SRR12524264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/064/SRR12524264/SRR12524264_2.fastq.gz	1551104615;1655588878	033S	Whole genome resequencing data of Indica	033S	SUB7890175	2020-08-28
SRR12524267	R2329		Oryza sativa		SRR12524267	PRJNA656900	SAMN15806680	SRR12524267		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:Hunan			ILLUMINA	300.0	PAIRED	22.224	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	NCBI_SRA	Illumina HiSeq 2000	8333901900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/067/SRR12524267/SRR12524267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/067/SRR12524267/SRR12524267_2.fastq.gz	1893662867;2012283962	R2329	Whole genome resequencing data of Indica	R2329	SUB7890175	2020-08-28
SRR12524270	R1964		Oryza sativa		SRR12524270	PRJNA656900	SAMN15806677	SRR12524270		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:Hunan			ILLUMINA	300.0	PAIRED	17.625	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	NCBI_SRA	Illumina HiSeq 2000	6609341400	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/070/SRR12524270/SRR12524270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/070/SRR12524270/SRR12524270_2.fastq.gz	1536267859;1615403701	R1964	Whole genome resequencing data of Indica	R1964	SUB7890175	2020-08-28
SRR12524272	R1813		Oryza sativa		SRR12524272	PRJNA656900	SAMN15806675	SRR12524272		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:Hunan			ILLUMINA	300.0	PAIRED	22.965	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	NCBI_SRA	Illumina HiSeq 2000	8611837200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/072/SRR12524272/SRR12524272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/072/SRR12524272/SRR12524272_2.fastq.gz	1960588617;2026911216	R1813	Whole genome resequencing data of Indica	R1813	SUB7890175	2020-08-28
SRR12524282	R1148		Oryza sativa		SRR12524282	PRJNA656900	SAMN15806666	SRR12524282		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:Hunan			ILLUMINA	300.0	PAIRED	23.776	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	NCBI_SRA	Illumina HiSeq 2000	8915917800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/082/SRR12524282/SRR12524282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/082/SRR12524282/SRR12524282_2.fastq.gz	2099776031;2261974913	R1148	Whole genome resequencing data of Indica	R1148	SUB7890175	2020-08-28
SRR12524287	R1078		Oryza sativa		SRR12524287	PRJNA656900	SAMN15806662	SRR12524287		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:Hubei			ILLUMINA	300.0	PAIRED	18.445	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	NCBI_SRA	Illumina HiSeq 2000	6916875000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/087/SRR12524287/SRR12524287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/087/SRR12524287/SRR12524287_2.fastq.gz	1571478946;1664900509	R1078	Whole genome resequencing data of Indica	R1078	SUB7890175	2020-08-28
SRR12524293	R987		Oryza sativa		SRR12524293	PRJNA656900	SAMN15806656	SRR12524293		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:Hunan			ILLUMINA	300.0	PAIRED	21.452	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	NCBI_SRA	Illumina HiSeq 2000	8044442400	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/093/SRR12524293/SRR12524293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/093/SRR12524293/SRR12524293_2.fastq.gz	1828098221;1919577305	R987	Whole genome resequencing data of Indica	R987	SUB7890175	2020-08-28
SRR12524295	R963		Oryza sativa		SRR12524295	PRJNA656900	SAMN15806654	SRR12524295		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:Zhejiang			ILLUMINA	300.0	PAIRED	23.428	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	NCBI_SRA	Illumina HiSeq 2000	8785636200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/095/SRR12524295/SRR12524295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/095/SRR12524295/SRR12524295_2.fastq.gz	1921814034;1979545285	R963	Whole genome resequencing data of Indica	R963	SUB7890175	2020-08-28
SRR12524296	R947		Oryza sativa		SRR12524296	PRJNA656900	SAMN15806653	SRR12524296		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:Hunan			ILLUMINA	300.0	PAIRED	20.472	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	NCBI_SRA	Illumina HiSeq 2000	7677033600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/096/SRR12524296/SRR12524296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/096/SRR12524296/SRR12524296_2.fastq.gz	1751437522;1822817312	R947	Whole genome resequencing data of Indica	R947	SUB7890175	2020-08-28
SRR12524300	R898		Oryza sativa		SRR12524300	PRJNA656900	SAMN15806650	SRR12524300		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:Hunan			ILLUMINA	300.0	PAIRED	25.494	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	NCBI_SRA	Illumina HiSeq 2000	9560178600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/000/SRR12524300/SRR12524300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/000/SRR12524300/SRR12524300_2.fastq.gz	2186964272;2250053818	R898	Whole genome resequencing data of Indica	R898	SUB7890175	2020-08-28
SRR12524303	R706		Oryza sativa		SRR12524303	PRJNA656900	SAMN15806647	SRR12524303		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:Hunan			ILLUMINA	300.0	PAIRED	24.548	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	NCBI_SRA	Illumina HiSeq 2000	9205464300	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/003/SRR12524303/SRR12524303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/003/SRR12524303/SRR12524303_2.fastq.gz	2095837695;2178964269	R706	Whole genome resequencing data of Indica	R706	SUB7890175	2020-08-28
SRR12524304	R687		Oryza sativa		SRR12524304	PRJNA656900	SAMN15806646	SRR12524304		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:Hunan			ILLUMINA	300.0	PAIRED	23.825	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	NCBI_SRA	Illumina HiSeq 2000	8934323400	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/004/SRR12524304/SRR12524304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/004/SRR12524304/SRR12524304_2.fastq.gz	2033556270;2155583223	R687	Whole genome resequencing data of Indica	R687	SUB7890175	2020-08-28
SRR12524306	R644		Oryza sativa		SRR12524306	PRJNA656900	SAMN15806644	SRR12524306		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:Hunan			ILLUMINA	300.0	PAIRED	17.547	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	NCBI_SRA	Illumina HiSeq 2000	6580152000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/006/SRR12524306/SRR12524306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/006/SRR12524306/SRR12524306_2.fastq.gz	1536445356;1651223582	R644	Whole genome resequencing data of Indica	R644	SUB7890175	2020-08-28
SRR12524307	R618		Oryza sativa		SRR12524307	PRJNA656900	SAMN15806643	SRR12524307		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:Hunan			ILLUMINA	300.0	PAIRED	20.475	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	NCBI_SRA	Illumina HiSeq 2000	7678233000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/007/SRR12524307/SRR12524307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/007/SRR12524307/SRR12524307_2.fastq.gz	1792947065;1873462706	R618	Whole genome resequencing data of Indica	R618	SUB7890175	2020-08-28
SRR12524314	R508		Oryza sativa		SRR12524314	PRJNA656900	SAMN15806637	SRR12524314		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:Sichuan			ILLUMINA	300.0	PAIRED	17.136	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	NCBI_SRA	Illumina HiSeq 2000	6425985900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/014/SRR12524314/SRR12524314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/014/SRR12524314/SRR12524314_2.fastq.gz	1475705875;1587261016	R508	Whole genome resequencing data of Indica	R508	SUB7890175	2020-08-28
SRR12524316	R501		Oryza sativa		SRR12524316	PRJNA656900	SAMN15806635	SRR12524316		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:Hunan			ILLUMINA	300.0	PAIRED	22.41	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	NCBI_SRA	Illumina HiSeq 2000	8403820800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/016/SRR12524316/SRR12524316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/016/SRR12524316/SRR12524316_2.fastq.gz	1944076694;2023651572	R501	Whole genome resequencing data of Indica	R501	SUB7890175	2020-08-28
SRR12524318	R402		Oryza sativa		SRR12524318	PRJNA656900	SAMN15806633	SRR12524318		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:Hunan			ILLUMINA	300.0	PAIRED	18.598	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	NCBI_SRA	Illumina HiSeq 2000	6974428500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/018/SRR12524318/SRR12524318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/018/SRR12524318/SRR12524318_2.fastq.gz	1561520420;1738693835	R402	Whole genome resequencing data of Indica	R402	SUB7890175	2020-08-28
SRR12524319	Aijiaonante		Oryza sativa		SRR12524319	PRJNA656900	SAMN15805958	SRR12524319		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:Guangdong			ILLUMINA	300.0	PAIRED	21.427	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	good	NCBI_SRA	Illumina HiSeq 2000	8034991800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/019/SRR12524319/SRR12524319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/019/SRR12524319/SRR12524319_2.fastq.gz	1900190334;2041507671	Aijiaonante	Whole genome resequencing data of Indica	Aijiaonante	SUB7890175	2020-08-28
SRR12524326	R306		Oryza sativa		SRR12524326	PRJNA656900	SAMN15806626	SRR12524326		[PLAUSIBLE] | doi:10.1186/s12284-023-00642-3 | PMID:37191779 | 2023 | Genetic Diversity and Breeding Signatures for Regional Indica Rice Improvement in Guangdong of South	China:Hunan			ILLUMINA	300.0	PAIRED	20.672	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	NCBI_SRA	Illumina HiSeq 2000	7752180300	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/026/SRR12524326/SRR12524326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/026/SRR12524326/SRR12524326_2.fastq.gz	1781240314;1856884231	R306	Whole genome resequencing data of Indica	R306	SUB7890175	2020-08-28
SRR12525115	P-RH78-3		Oryza sativa		SRR12525115	PRJNA658863	SAMN15892122	SRR12525115			China: Hunan			ILLUMINA	300.0	PAIRED	15.233	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	good	NCBI_SRA	Illumina HiSeq 2000	5712469500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/015/SRR12525115/SRR12525115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/015/SRR12525115/SRR12525115_2.fastq.gz	1426451178;1565206744	Plant sample from Oryza sativa	Deep resequencing of rice RH78 and SSI variant ERV1 and the inbred F2 population	P-RH78-3	SUB7981150	2020-08-27
SRR12545183	N22		Oryza sativa		SRR12545183	PRJNA659864	SAMN15929511	SRR12545183		[?] | doi:10.1038/s41467-023-37004-y | PMID:36944612 | 2023 | Pan-genome inversion index reveals evolutionary insights into the subpopulation structure of Asian r	Philippines: Los Banos (International Rice Research Institute)			ILLUMINA	297.7	PAIRED	14.263	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	NCBI_SRA	HiSeq X Ten	5348766361	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/083/SRR12545183/SRR12545183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/083/SRR12545183/SRR12545183_2.fastq.gz	729950910;773721269	Plant sample from Oryza sativa	Oryza sativa Raw sequence reads	Oryza sativa cA1 117534 leaf	SUB8064130	2022-08-22
SRR12545185	IRGC 127652		Oryza sativa		SRR12545185	PRJNA659864	SAMN15929515	SRR12545185		[?] | doi:10.1038/s41467-023-37004-y | PMID:36944612 | 2023 | Pan-genome inversion index reveals evolutionary insights into the subpopulation structure of Asian r	Bangladesh: 23 N 36m 42s, 90 E 20m 23s, 391450 uncertainty (diameter in m)			ILLUMINA	297.3	PAIRED	22.198	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	good	NCBI_SRA	HiSeq X Ten	8324389240	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/085/SRR12545185/SRR12545185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/085/SRR12545185/SRR12545185_2.fastq.gz	1107692712;1175939322	Plant sample from Oryza sativa	Oryza sativa Raw sequence reads	Oryza sativa cA2 127652 panicle	SUB8064576	2022-08-22
SRR12545189	N22		Oryza sativa		SRR12545189	PRJNA659864	SAMN15929513	SRR12545189		[?] | doi:10.1038/s41467-023-37004-y | PMID:36944612 | 2023 | Pan-genome inversion index reveals evolutionary insights into the subpopulation structure of Asian r	Philippines: Los Banos (International Rice Research Institute)			ILLUMINA	297.4	PAIRED	18.009	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	NCBI_SRA	HiSeq X Ten	6753436695	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/089/SRR12545189/SRR12545189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/089/SRR12545189/SRR12545189_2.fastq.gz	827455042;856488267	Plant sample from Oryza sativa	Oryza sativa Raw sequence reads	Oryza sativa cA1 117534 root	SUB8064569	2022-08-22
SRR12545220	IRGC 128077		Oryza sativa		SRR12545220	PRJNA659864	SAMN15929529	SRR12545220		[?] | doi:10.1038/s41467-023-37004-y | PMID:36944612 | 2023 | Pan-genome inversion index reveals evolutionary insights into the subpopulation structure of Asian r	Indonesia: 2 S 41m 26s, 119 E 1m 33s,2834414 uncertainty (diameter in m)			ILLUMINA	297.2	PAIRED	16.896	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	good	NCBI_SRA	HiSeq X Ten	6335928091	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/020/SRR12545220/SRR12545220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/020/SRR12545220/SRR12545220_2.fastq.gz	843456880;876377270	Plant sample from Oryza sativa	Oryza sativa Raw sequence reads	Oryza sativa GJ-trop2 128077 panicle	SUB8064762	2022-09-12
SRR12545227	IRGC 127742		Oryza sativa		SRR12545227	PRJNA659864	SAMN15929536	SRR12545227		[?] | doi:10.1038/s41467-023-37004-y | PMID:36944612 | 2023 | Pan-genome inversion index reveals evolutionary insights into the subpopulation structure of Asian r	India: 31 N 23m 9s, 75 E 25m 1s, 52654 uncertainty (diameter in m)			ILLUMINA	297.3	PAIRED	22.639	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	good	NCBI_SRA	HiSeq X Ten	8489798842	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/027/SRR12545227/SRR12545227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/027/SRR12545227/SRR12545227_2.fastq.gz	1061822887;1106814969	Plant sample from Oryza sativa	Oryza sativa Raw sequence reads	Oryza sativa XI-1B2 127742 root	SUB8064771	2022-08-22
SRR12545230	IRGC 125619		Oryza sativa		SRR12545230	PRJNA659864	SAMN15929539	SRR12545230		[?] | doi:10.1038/s41467-023-37004-y | PMID:36944612 | 2023 | Pan-genome inversion index reveals evolutionary insights into the subpopulation structure of Asian r	India: 16 N 27m 32s, 74 E 12m 8s, 94113 uncertainty (diameter in m)			ILLUMINA	297.8	PAIRED	17.825	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	good	NCBI_SRA	HiSeq X Ten	6684537950	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/030/SRR12545230/SRR12545230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/030/SRR12545230/SRR12545230_2.fastq.gz	915619869;961851683	Plant sample from Oryza sativa	Oryza sativa Raw sequence reads	Oryza sativa XI-2B 125619 leaf	SUB8064775	2022-09-12
SRR12575976	M-ERV1-1		Oryza sativa		SRR12575976	PRJNA660540	SAMN15951660	SRR12575976			China: Hunan			ILLUMINA	150.0	SINGLE	8.116	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	good	NCBI_SRA	Illumina HiSeq 2000	3043476150	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/076/SRR12575976/SRR12575976.fastq.gz	1526227410	Plant sample from Oryza sativa	Deep resequencing of ERV1, the inbred F2 lines and RH78	M-ERV1-1	SUB8070621	2020-09-05
SRR12643981	Taichung Native 1 (TN1)		Oryza sativa		SRR12643981	PRJNA663050	SAMN16115968	SRR12643981						ILLUMINA	300.0	PAIRED	6.695	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	good	NCBI_SRA	Illumina HiSeq 2500	2510550205	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/081/SRR12643981/SRR12643981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/081/SRR12643981/SRR12643981_2.fastq.gz	942352423;998334960	Taichung Native 1 (TN1) rice genome assembly	Taichung Native 1 (TN1) rice genome sequencing and assembly	Taichung Native 1 (TN1) rice genome	SUB8130985	2021-06-16
SRR12643984	Taichung Native 1 (TN1)		Oryza sativa		SRR12643984	PRJNA663050	SAMN16115968	SRR12643984						ILLUMINA	299.4	PAIRED	7.303	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	good	NCBI_SRA	Illumina HiSeq 2500	2738612091	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/084/SRR12643984/SRR12643984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/084/SRR12643984/SRR12643984_2.fastq.gz	835583982;878062919	Taichung Native 1 (TN1) rice genome assembly	Taichung Native 1 (TN1) rice genome sequencing and assembly	Taichung Native 1 (TN1) rice genome	SUB8130985	2021-06-16
