canonical_name	alias	relation	evidence	n_runs	norm_key
T91S	T91S	canonical	mechanical_normalization	1	t91s
T98A	T98A	canonical	mechanical_normalization	1	t98a
T9N_1	T9N_1	canonical	mechanical_normalization	1	t9n1
T9N_10	T9N_10	canonical	mechanical_normalization	1	t9n10
T9N_100	T9N_100	canonical	mechanical_normalization	1	t9n100
T9N_11	T9N_11	canonical	mechanical_normalization	1	t9n11
T9N_12	T9N_12	canonical	mechanical_normalization	1	t9n12
T9N_13	T9N_13	canonical	mechanical_normalization	1	t9n13
T9N_14	T9N_14	canonical	mechanical_normalization	1	t9n14
T9N_15	T9N_15	canonical	mechanical_normalization	1	t9n15
T9N_16	T9N_16	canonical	mechanical_normalization	1	t9n16
T9N_17	T9N_17	canonical	mechanical_normalization	1	t9n17
T9N_18	T9N_18	canonical	mechanical_normalization	1	t9n18
T9N_19	T9N_19	canonical	mechanical_normalization	1	t9n19
T9N_2	T9N_2	canonical	mechanical_normalization	1	t9n2
T9N_20	T9N_20	canonical	mechanical_normalization	1	t9n20
T9N_21	T9N_21	canonical	mechanical_normalization	1	t9n21
T9N_22	T9N_22	canonical	mechanical_normalization	1	t9n22
T9N_23	T9N_23	canonical	mechanical_normalization	1	t9n23
T9N_24	T9N_24	canonical	mechanical_normalization	1	t9n24
T9N_25	T9N_25	canonical	mechanical_normalization	1	t9n25
T9N_26	T9N_26	canonical	mechanical_normalization	1	t9n26
T9N_27	T9N_27	canonical	mechanical_normalization	1	t9n27
T9N_28	T9N_28	canonical	mechanical_normalization	1	t9n28
T9N_29	T9N_29	canonical	mechanical_normalization	1	t9n29
T9N_3	T9N_3	canonical	mechanical_normalization	1	t9n3
T9N_30	T9N_30	canonical	mechanical_normalization	1	t9n30
T9N_31	T9N_31	canonical	mechanical_normalization	1	t9n31
T9N_32	T9N_32	canonical	mechanical_normalization	1	t9n32
T9N_33	T9N_33	canonical	mechanical_normalization	1	t9n33
T9N_34	T9N_34	canonical	mechanical_normalization	1	t9n34
T9N_35	T9N_35	canonical	mechanical_normalization	1	t9n35
T9N_36	T9N_36	canonical	mechanical_normalization	1	t9n36
T9N_37	T9N_37	canonical	mechanical_normalization	1	t9n37
T9N_38	T9N_38	canonical	mechanical_normalization	1	t9n38
T9N_39	T9N_39	canonical	mechanical_normalization	1	t9n39
T9N_4	T9N_4	canonical	mechanical_normalization	1	t9n4
T9N_40	T9N_40	canonical	mechanical_normalization	1	t9n40
T9N_41	T9N_41	canonical	mechanical_normalization	1	t9n41
T9N_42	T9N_42	canonical	mechanical_normalization	1	t9n42
T9N_43	T9N_43	canonical	mechanical_normalization	1	t9n43
T9N_44	T9N_44	canonical	mechanical_normalization	1	t9n44
T9N_45	T9N_45	canonical	mechanical_normalization	1	t9n45
T9N_46	T9N_46	canonical	mechanical_normalization	1	t9n46
T9N_47	T9N_47	canonical	mechanical_normalization	1	t9n47
T9N_48	T9N_48	canonical	mechanical_normalization	1	t9n48
T9N_49	T9N_49	canonical	mechanical_normalization	1	t9n49
T9N_5	T9N_5	canonical	mechanical_normalization	1	t9n5
T9N_50	T9N_50	canonical	mechanical_normalization	1	t9n50
T9N_51	T9N_51	canonical	mechanical_normalization	1	t9n51
T9N_52	T9N_52	canonical	mechanical_normalization	1	t9n52
T9N_53	T9N_53	canonical	mechanical_normalization	1	t9n53
T9N_54	T9N_54	canonical	mechanical_normalization	1	t9n54
T9N_55	T9N_55	canonical	mechanical_normalization	1	t9n55
T9N_56	T9N_56	canonical	mechanical_normalization	1	t9n56
T9N_57	T9N_57	canonical	mechanical_normalization	1	t9n57
T9N_58	T9N_58	canonical	mechanical_normalization	1	t9n58
T9N_59	T9N_59	canonical	mechanical_normalization	1	t9n59
T9N_6	T9N_6	canonical	mechanical_normalization	1	t9n6
T9N_60	T9N_60	canonical	mechanical_normalization	1	t9n60
T9N_61	T9N_61	canonical	mechanical_normalization	1	t9n61
T9N_62	T9N_62	canonical	mechanical_normalization	1	t9n62
T9N_63	T9N_63	canonical	mechanical_normalization	1	t9n63
T9N_64	T9N_64	canonical	mechanical_normalization	1	t9n64
T9N_65	T9N_65	canonical	mechanical_normalization	1	t9n65
T9N_66	T9N_66	canonical	mechanical_normalization	1	t9n66
T9N_67	T9N_67	canonical	mechanical_normalization	1	t9n67
T9N_68	T9N_68	canonical	mechanical_normalization	1	t9n68
T9N_69	T9N_69	canonical	mechanical_normalization	1	t9n69
T9N_7	T9N_7	canonical	mechanical_normalization	1	t9n7
T9N_70	T9N_70	canonical	mechanical_normalization	1	t9n70
T9N_71	T9N_71	canonical	mechanical_normalization	1	t9n71
T9N_72	T9N_72	canonical	mechanical_normalization	1	t9n72
T9N_73	T9N_73	canonical	mechanical_normalization	1	t9n73
T9N_74	T9N_74	canonical	mechanical_normalization	1	t9n74
T9N_75	T9N_75	canonical	mechanical_normalization	1	t9n75
T9N_76	T9N_76	canonical	mechanical_normalization	1	t9n76
T9N_77	T9N_77	canonical	mechanical_normalization	1	t9n77
T9N_78	T9N_78	canonical	mechanical_normalization	1	t9n78
T9N_79	T9N_79	canonical	mechanical_normalization	1	t9n79
T9N_8	T9N_8	canonical	mechanical_normalization	1	t9n8
T9N_80	T9N_80	canonical	mechanical_normalization	1	t9n80
T9N_81	T9N_81	canonical	mechanical_normalization	1	t9n81
T9N_82	T9N_82	canonical	mechanical_normalization	1	t9n82
T9N_83	T9N_83	canonical	mechanical_normalization	1	t9n83
T9N_84	T9N_84	canonical	mechanical_normalization	1	t9n84
T9N_85	T9N_85	canonical	mechanical_normalization	1	t9n85
T9N_86	T9N_86	canonical	mechanical_normalization	1	t9n86
T9N_87	T9N_87	canonical	mechanical_normalization	1	t9n87
T9N_88	T9N_88	canonical	mechanical_normalization	1	t9n88
T9N_89	T9N_89	canonical	mechanical_normalization	1	t9n89
T9N_9	T9N_9	canonical	mechanical_normalization	1	t9n9
T9N_90	T9N_90	canonical	mechanical_normalization	1	t9n90
T9N_91	T9N_91	canonical	mechanical_normalization	1	t9n91
T9N_92	T9N_92	canonical	mechanical_normalization	1	t9n92
T9N_93	T9N_93	canonical	mechanical_normalization	1	t9n93
T9N_94	T9N_94	canonical	mechanical_normalization	1	t9n94
T9N_95	T9N_95	canonical	mechanical_normalization	1	t9n95
T9N_96	T9N_96	canonical	mechanical_normalization	1	t9n96
T9N_97	T9N_97	canonical	mechanical_normalization	1	t9n97
T9N_98	T9N_98	canonical	mechanical_normalization	1	t9n98
T9N_99	T9N_99	canonical	mechanical_normalization	1	t9n99
TAI-4	TAI-4	canonical	mechanical_normalization	1	tai4
TAICHU MOCHI 59	TAICHU MOCHI 59	canonical	mechanical_normalization	1	taichumochi59
TAINO 38	TAINO 38	canonical	mechanical_normalization	1	taino38
TAINUNG 45	TAINUNG 45	canonical	mechanical_normalization	1	tainung45
TAITUNG 16	TAITUNG 16	canonical	mechanical_normalization	1	taitung16
TCHAMPA	TCHAMPA	canonical	mechanical_normalization	1	tchampa
TD 70	TD 70	canonical	mechanical_normalization	1	td70
TFI15	TFI15	canonical	mechanical_normalization	1	tfi15
THAVALU	THAVALU	canonical	mechanical_normalization	1	thavalu
TI-128	TI-128	canonical	mechanical_normalization	1	ti128
TJ	TJ	canonical	mechanical_normalization	1	tj
TKM-13	TKM-13	canonical	mechanical_normalization	1	tkm13
TKM9	TKM9	canonical	mechanical_normalization	1	tkm9
TN1174	TN1174	canonical	mechanical_normalization	1	tn1174
TN1236	TN1236	canonical	mechanical_normalization	1	tn1236
TN1358	TN1358	canonical	mechanical_normalization	1	tn1358
TN1364	TN1364	canonical	mechanical_normalization	1	tn1364
TN1390	TN1390	canonical	mechanical_normalization	1	tn1390
TN1396	TN1396	canonical	mechanical_normalization	1	tn1396
TN1408	TN1408	canonical	mechanical_normalization	1	tn1408
TN1428	TN1428	canonical	mechanical_normalization	1	tn1428
TN1448	TN1448	canonical	mechanical_normalization	1	tn1448
TN1456	TN1456	canonical	mechanical_normalization	1	tn1456
TN1466	TN1466	canonical	mechanical_normalization	1	tn1466
TN1480	TN1480	canonical	mechanical_normalization	1	tn1480
TN1490	TN1490	canonical	mechanical_normalization	1	tn1490
TN1498	TN1498	canonical	mechanical_normalization	1	tn1498
TN1510	TN1510	canonical	mechanical_normalization	1	tn1510
TN1512	TN1512	canonical	mechanical_normalization	1	tn1512
TN9_1	TN9_1	canonical	mechanical_normalization	1	tn91
TN9_10	TN9_10	canonical	mechanical_normalization	1	tn910
TN9_100	TN9_100	canonical	mechanical_normalization	1	tn9100
TN9_101	TN9_101	canonical	mechanical_normalization	1	tn9101
TN9_102	TN9_102	canonical	mechanical_normalization	1	tn9102
TN9_11	TN9_11	canonical	mechanical_normalization	1	tn911
TN9_12	TN9_12	canonical	mechanical_normalization	1	tn912
TN9_13	TN9_13	canonical	mechanical_normalization	1	tn913
TN9_14	TN9_14	canonical	mechanical_normalization	1	tn914
TN9_15	TN9_15	canonical	mechanical_normalization	1	tn915
TN9_16	TN9_16	canonical	mechanical_normalization	1	tn916
TN9_17	TN9_17	canonical	mechanical_normalization	1	tn917
TN9_18	TN9_18	canonical	mechanical_normalization	1	tn918
TN9_19	TN9_19	canonical	mechanical_normalization	1	tn919
TN9_2	TN9_2	canonical	mechanical_normalization	1	tn92
TN9_20	TN9_20	canonical	mechanical_normalization	1	tn920
TN9_21	TN9_21	canonical	mechanical_normalization	1	tn921
TN9_22	TN9_22	canonical	mechanical_normalization	1	tn922
TN9_23	TN9_23	canonical	mechanical_normalization	1	tn923
TN9_24	TN9_24	canonical	mechanical_normalization	1	tn924
TN9_25	TN9_25	canonical	mechanical_normalization	1	tn925
TN9_26	TN9_26	canonical	mechanical_normalization	1	tn926
TN9_27	TN9_27	canonical	mechanical_normalization	1	tn927
TN9_28	TN9_28	canonical	mechanical_normalization	1	tn928
TN9_29	TN9_29	canonical	mechanical_normalization	1	tn929
TN9_3	TN9_3	canonical	mechanical_normalization	1	tn93
TN9_30	TN9_30	canonical	mechanical_normalization	1	tn930
TN9_31	TN9_31	canonical	mechanical_normalization	1	tn931
TN9_32	TN9_32	canonical	mechanical_normalization	1	tn932
TN9_33	TN9_33	canonical	mechanical_normalization	1	tn933
TN9_34	TN9_34	canonical	mechanical_normalization	1	tn934
TN9_35	TN9_35	canonical	mechanical_normalization	1	tn935
TN9_36	TN9_36	canonical	mechanical_normalization	1	tn936
TN9_37	TN9_37	canonical	mechanical_normalization	1	tn937
TN9_38	TN9_38	canonical	mechanical_normalization	1	tn938
TN9_39	TN9_39	canonical	mechanical_normalization	1	tn939
TN9_4	TN9_4	canonical	mechanical_normalization	1	tn94
TN9_40	TN9_40	canonical	mechanical_normalization	1	tn940
TN9_41	TN9_41	canonical	mechanical_normalization	1	tn941
TN9_42	TN9_42	canonical	mechanical_normalization	1	tn942
TN9_43	TN9_43	canonical	mechanical_normalization	1	tn943
TN9_44	TN9_44	canonical	mechanical_normalization	1	tn944
TN9_45	TN9_45	canonical	mechanical_normalization	1	tn945
TN9_46	TN9_46	canonical	mechanical_normalization	1	tn946
TN9_47	TN9_47	canonical	mechanical_normalization	1	tn947
TN9_48	TN9_48	canonical	mechanical_normalization	1	tn948
TN9_49	TN9_49	canonical	mechanical_normalization	1	tn949
TN9_5	TN9_5	canonical	mechanical_normalization	1	tn95
TN9_50	TN9_50	canonical	mechanical_normalization	1	tn950
TN9_51	TN9_51	canonical	mechanical_normalization	1	tn951
TN9_52	TN9_52	canonical	mechanical_normalization	1	tn952
TN9_53	TN9_53	canonical	mechanical_normalization	1	tn953
TN9_54	TN9_54	canonical	mechanical_normalization	1	tn954
TN9_55	TN9_55	canonical	mechanical_normalization	1	tn955
TN9_56	TN9_56	canonical	mechanical_normalization	1	tn956
TN9_57	TN9_57	canonical	mechanical_normalization	1	tn957
TN9_58	TN9_58	canonical	mechanical_normalization	1	tn958
TN9_59	TN9_59	canonical	mechanical_normalization	1	tn959
TN9_6	TN9_6	canonical	mechanical_normalization	1	tn96
TN9_60	TN9_60	canonical	mechanical_normalization	1	tn960
TN9_61	TN9_61	canonical	mechanical_normalization	1	tn961
TN9_62	TN9_62	canonical	mechanical_normalization	1	tn962
TN9_63	TN9_63	canonical	mechanical_normalization	1	tn963
TN9_64	TN9_64	canonical	mechanical_normalization	1	tn964
TN9_65	TN9_65	canonical	mechanical_normalization	1	tn965
TN9_66	TN9_66	canonical	mechanical_normalization	1	tn966
TN9_67	TN9_67	canonical	mechanical_normalization	1	tn967
TN9_68	TN9_68	canonical	mechanical_normalization	1	tn968
TN9_69	TN9_69	canonical	mechanical_normalization	1	tn969
TN9_7	TN9_7	canonical	mechanical_normalization	1	tn97
TN9_70	TN9_70	canonical	mechanical_normalization	1	tn970
TN9_71	TN9_71	canonical	mechanical_normalization	1	tn971
TN9_72	TN9_72	canonical	mechanical_normalization	1	tn972
TN9_73	TN9_73	canonical	mechanical_normalization	1	tn973
TN9_74	TN9_74	canonical	mechanical_normalization	1	tn974
TN9_75	TN9_75	canonical	mechanical_normalization	1	tn975
TN9_76	TN9_76	canonical	mechanical_normalization	1	tn976
TN9_77	TN9_77	canonical	mechanical_normalization	1	tn977
TN9_78	TN9_78	canonical	mechanical_normalization	1	tn978
TN9_79	TN9_79	canonical	mechanical_normalization	1	tn979
TN9_8	TN9_8	canonical	mechanical_normalization	1	tn98
TN9_80	TN9_80	canonical	mechanical_normalization	1	tn980
TN9_81	TN9_81	canonical	mechanical_normalization	1	tn981
TN9_82	TN9_82	canonical	mechanical_normalization	1	tn982
TN9_83	TN9_83	canonical	mechanical_normalization	1	tn983
TN9_84	TN9_84	canonical	mechanical_normalization	1	tn984
TN9_85	TN9_85	canonical	mechanical_normalization	1	tn985
TN9_86	TN9_86	canonical	mechanical_normalization	1	tn986
TN9_87	TN9_87	canonical	mechanical_normalization	1	tn987
TN9_88	TN9_88	canonical	mechanical_normalization	1	tn988
TN9_89	TN9_89	canonical	mechanical_normalization	1	tn989
TN9_9	TN9_9	canonical	mechanical_normalization	1	tn99
TN9_90	TN9_90	canonical	mechanical_normalization	1	tn990
TN9_91	TN9_91	canonical	mechanical_normalization	1	tn991
TN9_92	TN9_92	canonical	mechanical_normalization	1	tn992
TN9_93	TN9_93	canonical	mechanical_normalization	1	tn993
TN9_94	TN9_94	canonical	mechanical_normalization	1	tn994
TN9_95	TN9_95	canonical	mechanical_normalization	1	tn995
TN9_96	TN9_96	canonical	mechanical_normalization	1	tn996
TN9_97	TN9_97	canonical	mechanical_normalization	1	tn997
TN9_98	TN9_98	canonical	mechanical_normalization	1	tn998
TN9_99	TN9_99	canonical	mechanical_normalization	1	tn999
TODOROKIWASE	TODOROKIWASE	canonical	mechanical_normalization	1	todorokiwase
TONO BREA 439	TONO BREA 439	canonical	mechanical_normalization	1	tonobrea439
TOS7564	TOS7564	canonical	mechanical_normalization	1	tos7564
TRES MESES	TRES MESES	canonical	mechanical_normalization	1	tresmeses
Tachiaoba	Tachiaoba	canonical	mechanical_normalization	1	tachiaoba
Tachisugata	Tachisugata	canonical	mechanical_normalization	1	tachisugata
Tadukan	Tadukan	canonical	mechanical_normalization	1	tadukan
Taebong	Taebong	canonical	mechanical_normalization	1	taebong
Taeseong	Taeseong	canonical	mechanical_normalization	1	taeseong
Taetan1	Taetan1	canonical	mechanical_normalization	1	taetan1
Taher	Taher	canonical	mechanical_normalization	1	taher
Tai Wan Zi Nuo	Tai Wan Zi Nuo	canonical	mechanical_normalization	1	taiwanzinuo
Tai1S	Tai1S	canonical	mechanical_normalization	1	tai1s
Tai3A	Tai3A	canonical	mechanical_normalization	1	tai3a
Tai3S	Tai3S	canonical	mechanical_normalization	1	tai3s
Taibei 8	Taibei 8	canonical	mechanical_normalization	1	taibei8
Taibeinuo	Taibeinuo	canonical	mechanical_normalization	1	taibeinuo
Taichung 16	Taichung 16	canonical	mechanical_normalization	1	taichung16
Taichung 178	Taichung 178	canonical	mechanical_normalization	1	taichung178
Taichung Sen 17	Taichung Sen 17	canonical	mechanical_normalization	1	taichungsen17
Taichung Sen 10	Taichung-Sen 10 (TCS10)	spelling_variant	mechanical_normalization	1	taichungsen10
TaifengA	TaifengA	canonical	mechanical_normalization	1	taifenga
Taihui187	Taihui187	canonical	mechanical_normalization	1	taihui187
Taihui46	Taihui46	canonical	mechanical_normalization	1	taihui46
Taihui5845	Taihui5845	canonical	mechanical_normalization	1	taihui5845
Taihui808	Taihui808	canonical	mechanical_normalization	1	taihui808
Taihui900	Taihui900	canonical	mechanical_normalization	1	taihui900
Taihui973	Taihui973	canonical	mechanical_normalization	1	taihui973
Taihunuo	Taihunuo	canonical	mechanical_normalization	1	taihunuo
Tainung Sen 22	Tainung Sen 22	canonical	mechanical_normalization	1	tainungsen22
Tainuo163	Tainuo163	canonical	mechanical_normalization	1	tainuo163
Taipei 309	Taipei 309	canonical	mechanical_normalization	1	taipei309
Taipei 309 bombardment event 7	Taipei 309 bombardment event 7	canonical	mechanical_normalization	1	taipei309bombardmentevent7
Taishannuo	Taishannuo	canonical	mechanical_normalization	1	taishannuo
Taiyin1hao	Taiyin1hao	canonical	mechanical_normalization	1	taiyin1hao
Taizhong1hao	Taizhong1hao	canonical	mechanical_normalization	1	taizhong1hao
Taizhongyu29A	Taizhongyu29A	canonical	mechanical_normalization	1	taizhongyu29a
Tak Siah	Tak Siah	canonical	mechanical_normalization	1	taksiah
Tam Xoan Bac Ninh	Tam Xoan Bac Ninh	canonical	mechanical_normalization	1	tamxoanbacninh
Tam Xoan Hai Hau	Tam Xoan Hai Hau	canonical	mechanical_normalization	1	tamxoanhaihau
Tamanishiki	Tamanishiki	canonical	mechanical_normalization	1	tamanishiki
Tamjinbyeo	Tamjinbyeo	canonical	mechanical_normalization	1	tamjinbyeo
Tangengenrankatsu	Tangengenrankatsu	canonical	mechanical_normalization	1	tangengenrankatsu
TannongS	TannongS	canonical	mechanical_normalization	1	tannongs
TanyinzaoxianA	TanyinzaoxianA	canonical	mechanical_normalization	1	tanyinzaoxiana
Taothabi	Taothabi	canonical	mechanical_normalization	1	taothabi
Taoyouxiangzhan	Taoyouxiangzhan	canonical	mechanical_normalization	1	taoyouxiangzhan
Tapol	Tapol	canonical	mechanical_normalization	1	tapol
Tapopuri	Tapopuri	canonical	mechanical_normalization	1	tapopuri
Taraori Basmati	Taraori Basmati	canonical	mechanical_normalization	1	taraoribasmati
Tarom Mahalli	Tarom Mahalli	canonical	mechanical_normalization	1	tarommahalli
Tauli	Tauli	canonical	mechanical_normalization	1	tauli
Te Xian Zhan 25	Te Xian Zhan 25	canonical	mechanical_normalization	1	texianzhan25
Teng2A	Teng2A	canonical	mechanical_normalization	1	teng2a
Teqing(TQ)	Teqing(TQ)	canonical	mechanical_normalization	1	teqing
Teqingxuanhui	Teqingxuanhui	canonical	mechanical_normalization	1	teqingxuanhui
Teti	Teti	canonical	mechanical_normalization	1	teti
Texianzhan13	Texianzhan13	canonical	mechanical_normalization	1	texianzhan13
Te Xian Zhan 25	Texianzhan25	spelling_variant	mechanical_normalization	1	texianzhan25
Teyou2035	Teyou2035	canonical	mechanical_normalization	1	teyou2035
Teyouhuazhan	Teyouhuazhan	canonical	mechanical_normalization	1	teyouhuazhan
Thang 10	Thang 10	canonical	mechanical_normalization	1	thang10
Ti-Chueh-Hua-Lou	Ti-Chueh-Hua-Lou	canonical	mechanical_normalization	1	tichuehhualou
Ti-Chueh-Ko-Tzu	Ti-Chueh-Ko-Tzu	canonical	mechanical_normalization	1	tichuehkotzu
Ti-Chueh-Liu-Chou	Ti-Chueh-Liu-Chou	canonical	mechanical_normalization	1	tichuehliuchou
Ti-Chueh-Wu-Ko	Ti-Chueh-Wu-Ko	canonical	mechanical_normalization	1	tichuehwuko
Tia Bura	Tia Bura	canonical	mechanical_normalization	1	tiabura
Tian Yu Dao 1	Tian Yu Dao 1	canonical	mechanical_normalization	1	tianyudao1
TiananS	TiananS	canonical	mechanical_normalization	1	tianans
Tiandongxiang	Tiandongxiang	canonical	mechanical_normalization	1	tiandongxiang
TianfengA	TianfengA	canonical	mechanical_normalization	1	tianfenga
Tianyuan6S	Tianyuan6S	canonical	mechanical_normalization	1	tianyuan6s
Tielu rice	Tielu rice	canonical	mechanical_normalization	1	tielurice
Tijin	Tijin	canonical	mechanical_normalization	1	tijin
To326	To326	canonical	mechanical_normalization	1	to326
To435	To435	canonical	mechanical_normalization	1	to435
To463-1	To463-1	canonical	mechanical_normalization	1	to4631
To463-2	To463-2	canonical	mechanical_normalization	1	to4632
To494	To494	canonical	mechanical_normalization	1	to494
To496	To496	canonical	mechanical_normalization	1	to496
To498	To498	canonical	mechanical_normalization	1	to498
Tobura	Tobura	canonical	mechanical_normalization	1	tobura
Tog7291	Tog7291	canonical	mechanical_normalization	1	tog7291
Toga	Toga	canonical	mechanical_normalization	1	toga
Togo Marshal	Togo Marshal	canonical	mechanical_normalization	1	togomarshal
Tong Yu 337	Tong Yu 337	canonical	mechanical_normalization	1	tongyu337
Tong Yu 8703	Tong Yu 8703	canonical	mechanical_normalization	1	tongyu8703
Tong88-7	Tong88-7	canonical	mechanical_normalization	1	tong887
TongA	TongA	canonical	mechanical_normalization	1	tonga
Tongcheon1	Tongcheon1	canonical	mechanical_normalization	1	tongcheon1
Tongcheon2	Tongcheon2	canonical	mechanical_normalization	1	tongcheon2
Tongcheon3	Tongcheon3	canonical	mechanical_normalization	1	tongcheon3
Tongnuo20	Tongnuo20	canonical	mechanical_normalization	1	tongnuo20
Tox 3445-14-2-3-2	Tox 3445-14-2-3-2	canonical	mechanical_normalization	1	tox344514232
Toxx 3377	Toxx 3377	canonical	mechanical_normalization	1	toxx3377
Tranoeup Beykher	Tranoeup Beykher	canonical	mechanical_normalization	1	tranoeupbeykher
Trenasse	Trenasse	canonical	mechanical_normalization	1	trenasse
Triomphe Du Maroc	Triomphe Du Maroc	canonical	mechanical_normalization	1	triomphedumaroc
Tuanjie1hao	Tuanjie1hao	canonical	mechanical_normalization	1	tuanjie1hao
US_318	US_318	canonical	mechanical_normalization	1	us318
US_71Cr_5038	US_71Cr_5038	canonical	mechanical_normalization	1	us71cr5038
US_A301	US_A301	canonical	mechanical_normalization	1	usa301
US_Adair	US_Adair	canonical	mechanical_normalization	1	usadair
US_Alan	US_Alan	canonical	mechanical_normalization	1	usalan
US_Antonio	US_Antonio	canonical	mechanical_normalization	1	usantonio
US_Arkrose	US_Arkrose	canonical	mechanical_normalization	1	usarkrose
US_BLUEBONNET_50	US_BLUEBONNET_50	canonical	mechanical_normalization	1	usbluebonnet50
US_BOND	US_BOND	canonical	mechanical_normalization	1	usbond
US_Baldo	US_Baldo	canonical	mechanical_normalization	1	usbaldo
US_Banks	US_Banks	canonical	mechanical_normalization	1	usbanks
US_Belle_Patna	US_Belle_Patna	canonical	mechanical_normalization	1	usbellepatna
US_Bellemont	US_Bellemont	canonical	mechanical_normalization	1	usbellemont
US_Blue_Rose	US_Blue_Rose	canonical	mechanical_normalization	1	usbluerose
US_Bluebelle	US_Bluebelle	canonical	mechanical_normalization	1	usbluebelle
US_Bluebonnet	US_Bluebonnet	canonical	mechanical_normalization	1	usbluebonnet
US_BoaVista	US_BoaVista	canonical	mechanical_normalization	1	usboavista
US_Bonnet_73	US_Bonnet_73	canonical	mechanical_normalization	1	usbonnet73
US_Brazos	US_Brazos	canonical	mechanical_normalization	1	usbrazos
US_BritishHondurasCreole	US_BritishHondurasCreole	canonical	mechanical_normalization	1	usbritishhondurascreole
US_C101A51	US_C101A51	canonical	mechanical_normalization	1	usc101a51
US_CHINESE	US_CHINESE	canonical	mechanical_normalization	1	uschinese
US_CI12338	US_CI12338	canonical	mechanical_normalization	1	usci12338
US_CI9122	US_CI9122	canonical	mechanical_normalization	1	usci9122
US_CI9187	US_CI9187	canonical	mechanical_normalization	1	usci9187
US_CI9453	US_CI9453	canonical	mechanical_normalization	1	usci9453
US_CI9515	US_CI9515	canonical	mechanical_normalization	1	usci9515
US_CI9556	US_CI9556	canonical	mechanical_normalization	1	usci9556
US_CI9570	US_CI9570	canonical	mechanical_normalization	1	usci9570
US_CI9580	US_CI9580	canonical	mechanical_normalization	1	usci9580
US_CI9695	US_CI9695	canonical	mechanical_normalization	1	usci9695
US_CI9701	US_CI9701	canonical	mechanical_normalization	1	usci9701
US_CI9841	US_CI9841	canonical	mechanical_normalization	1	usci9841
US_CS_M3	US_CS_M3	canonical	mechanical_normalization	1	uscsm3
US_Caffey	US_Caffey	canonical	mechanical_normalization	1	uscaffey
US_Calady	US_Calady	canonical	mechanical_normalization	1	uscalady
US_Caloro	US_Caloro	canonical	mechanical_normalization	1	uscaloro
US_Calpearl	US_Calpearl	canonical	mechanical_normalization	1	uscalpearl
US_Calrose	US_Calrose	canonical	mechanical_normalization	1	uscalrose
US_Calrose_76	US_Calrose_76	canonical	mechanical_normalization	1	uscalrose76
US_Century_Patna_231	US_Century_Patna_231	canonical	mechanical_normalization	1	uscenturypatna231
US_Colorado	US_Colorado	canonical	mechanical_normalization	1	uscolorado
US_Colusa	US_Colusa	canonical	mechanical_normalization	1	uscolusa
US_Cybonnet	US_Cybonnet	canonical	mechanical_normalization	1	uscybonnet
US_DAWN	US_DAWN	canonical	mechanical_normalization	1	usdawn
US_Della	US_Della	canonical	mechanical_normalization	1	usdella
US_Dellrose	US_Dellrose	canonical	mechanical_normalization	1	usdellrose
US_Deltabelle	US_Deltabelle	canonical	mechanical_normalization	1	usdeltabelle
US_Drew	US_Drew	canonical	mechanical_normalization	1	usdrew
US_Earlirose	US_Earlirose	canonical	mechanical_normalization	1	usearlirose
US_Early_-Farmbuster-	US_Early_-Farmbuster-	canonical	mechanical_normalization	1	usearlyfarmbuster
US_Early_Prolific	US_Early_Prolific	canonical	mechanical_normalization	1	usearlyprolific
US_Early_Wataribune	US_Early_Wataribune	canonical	mechanical_normalization	1	usearlywataribune
US_Edith	US_Edith	canonical	mechanical_normalization	1	usedith
US_Estrela	US_Estrela	canonical	mechanical_normalization	1	usestrela
US_Fortuna_	US_Fortuna_	canonical	mechanical_normalization	1	usfortuna
US_Gulfmont	US_Gulfmont	canonical	mechanical_normalization	1	usgulfmont
US_Gulfrose	US_Gulfrose	canonical	mechanical_normalization	1	usgulfrose
US_HILL_LONG_GRAIN	US_HILL_LONG_GRAIN	canonical	mechanical_normalization	1	ushilllonggrain
US_Honduras	US_Honduras	canonical	mechanical_normalization	1	ushonduras
US_IguapeCateto	US_IguapeCateto	canonical	mechanical_normalization	1	usiguapecateto
US_Jacinto	US_Jacinto	canonical	mechanical_normalization	1	usjacinto
US_Jackson	US_Jackson	canonical	mechanical_normalization	1	usjackson
US_Jefferson	US_Jefferson	canonical	mechanical_normalization	1	usjefferson
US_Jodon	US_Jodon	canonical	mechanical_normalization	1	usjodon
US_Jojutla	US_Jojutla	canonical	mechanical_normalization	1	usjojutla
US_KOSHIHIKARI	US_KOSHIHIKARI	canonical	mechanical_normalization	1	uskoshihikari
US_K_65	US_K_65	canonical	mechanical_normalization	1	usk65
US_Kamenoo	US_Kamenoo	canonical	mechanical_normalization	1	uskamenoo
US_Katy	US_Katy	canonical	mechanical_normalization	1	uskaty
US_Kaybonnet	US_Kaybonnet	canonical	mechanical_normalization	1	uskaybonnet
US_Kinastano	US_Kinastano	canonical	mechanical_normalization	1	uskinastano
US_L-205	US_L-205	canonical	mechanical_normalization	1	usl205
US_L201	US_L201	canonical	mechanical_normalization	1	usl201
US_L202	US_L202	canonical	mechanical_normalization	1	usl202
US_LAC23	US_LAC23	canonical	mechanical_normalization	1	uslac23
US_Labelle	US_Labelle	canonical	mechanical_normalization	1	uslabelle
US_Lacrosse	US_Lacrosse	canonical	mechanical_normalization	1	uslacrosse
US_Lady_Wright_Selection	US_Lady_Wright_Selection	canonical	mechanical_normalization	1	usladywrightselection
